GEONAME,LNTITLE,GEOID,LNNUMBER,TOT_EST,TOT_MOE,ADU_EST,ADU_MOE,CIT_EST,CIT_MOE,CVAP_EST,CVAP_MOE
Alaska,American Indian or Alaska Native and Black or African American,04000US02,11,1435,336,620,205,1400,329,590,199
Alaska,Remainder of Two or More Race Responses,04000US02,12,6685,918,2510,405,6615,887,2435,384
Alaska,Hispanic or Latino,04000US02,13,38395,633,24300,673,33400,643,19675,567
Arizona,Total,04000US04,1,6246815,,4633315,182,5651770,6805,4110890,5506
Arizona,Not Hispanic or Latino,04000US04,2,4432140,,3501065,176,4291970,3229,3375580,2750
Arizona,American Indian or Alaska Native Alone,04000US04,3,254445,1767,169710,1129,253755,1771,169085,1118
Arizona,Asian Alone,04000US04,4,163405,1580,127675,933,110075,2253,79745,1763
Arizona,Black or African American Alone,04000US04,5,230350,1653,162965,774,216285,2028,152255,1257
Arizona,Native Hawaiian or Other Pacific Islander Alone,04000US04,6,11065,519,8155,328,9880,550,7070,402
Arizona,White Alone,04000US04,7,3677670,273,2984675,149,3608050,2571,2920495,2109
Arizona,American Indian or Alaska Native and White,04000US04,8,27240,1619,18345,1012,26960,1581,18245,1006
Arizona,Asian and White,04000US04,9,25785,1530,11750,883,25295,1507,11335,848
Arizona,Black or African American and White,04000US04,10,23740,1547,8325,678,23525,1552,8155,683
Arizona,American Indian or Alaska Native and Black or African American,04000US04,11,4200,649,2345,402,4200,649,2345,402
Arizona,Remainder of Two or More Race Responses,04000US04,12,14250,1372,7115,605,13945,1365,6855,604
Arizona,Hispanic or Latino,04000US04,13,1814675,,1132250,,1359800,5997,735305,4717
Arkansas,Total,04000US05,1,2872685,,2166425,513,2784985,2409,2090150,2073
Arkansas,Not Hispanic or Latino,04000US05,2,2704255,272,2066125,424,2681225,1379,2045685,1267
Arkansas,American Indian or Alaska Native Alone,04000US05,3,17690,1048,13035,733,17625,1039,12970,716
Arkansas,Asian Alone,04000US05,4,33220,822,24785,509,21810,1066,14530,755
Arkansas,Black or African American Alone,04000US05,5,443720,1274,308260,652,442265,1398,306895,740
Arkansas,Native Hawaiian or Other Pacific Islander Alone,04000US05,6,4010,197,2220,167,2040,423,840,312
Arkansas,White Alone,04000US05,7,2161910,88,1693565,54,2153865,932,1686235,811
Arkansas,American Indian or Alaska Native and White,04000US05,8,22725,1001,17240,656,22725,1001,17240,656
Arkansas,Asian and White,04000US05,9,4660,777,2200,417,4610,777,2170,421
Arkansas,Black or African American and White,04000US05,10,12250,1191,2415,414,12220,1192,2405,413
Arkansas,American Indian or Alaska Native and Black or African American,04000US05,11,1515,376,1090,247,1515,376,1090,247
Arkansas,Remainder of Two or More Race Responses,04000US05,12,2555,469,1320,281,2545,471,1310,285
Arkansas,Hispanic or Latino,04000US05,13,168425,268,100295,311,103755,1996,44465,1668
California,Total,04000US06,1,36637290,,27311960,423,31146840,30861,22329320,27803
California,Not Hispanic or Latino,04000US06,2,23181135,,18513410,426,21420410,13760,16925295,12029
California,American Indian or Alaska Native Alone,04000US06,3,155550,2803,120745,2157,154185,2805,119515,2158
California,Asian Alone,04000US06,4,4723535,8313,3744685,4656,3575275,9732,2712175,8566
California,Black or African American Alone,04000US06,5,2187940,5231,1628715,2840,2126015,6032,1574030,3652
California,Native Hawaiian or Other Pacific Islander Alone,04000US06,6,133050,1807,100430,1073,115125,2011,84250,1359
California,White Alone,04000US06,7,15197190,5,12493660,4,14681375,6570,12023655,5620
California,American Indian or Alaska Native and White,04000US06,8,154785,2826,115635,2151,154315,2820,115165,2144
California,Asian and White,04000US06,9,307550,6965,142770,4095,299115,6829,135680,3973
California,Black or African American and White,04000US06,10,133620,4153,55025,2181,131930,4153,53570,2157
California,American Indian or Alaska Native and Black or African American,04000US06,11,33085,2093,25360,1535,33045,2093,25320,1538
California,Remainder of Two or More Race Responses,04000US06,12,154825,4273,86390,2966,150035,4020,81935,2782
California,Hispanic or Latino,04000US06,13,13456155,,8798550,64,9726425,22146,5404025,19875
Colorado,Total,04000US08,1,4887060,,3684530,690,4565960,5070,3403805,4326
Colorado,Not Hispanic or Latino,04000US08,2,3903735,844,3055500,816,3801885,2675,2964960,2438
Colorado,American Indian or Alaska Native Alone,04000US08,3,29320,981,22695,762,29215,983,22595,768
Colorado,Asian Alone,04000US08,4,131720,1573,101380,827,92315,1957,66685,1496
Colorado,Black or African American Alone,04000US08,5,182845,1796,133415,971,169640,2215,122130,1415
Colorado,Native Hawaiian or Other Pacific Islander Alone,04000US08,6,5420,455,4300,348,5105,464,3985,374
Colorado,White Alone,04000US08,7,3460930,1164,2745350,868,3412985,2002,2701980,1643
Colorado,American Indian or Alaska Native and White,04000US08,8,28135,1006,20255,724,28095,1001,20220,724
Colorado,Asian and White,04000US08,9,26570,1338,11375,760,26015,1302,10885,716
Colorado,Black or African American and White,04000US08,10,23960,1396,8170,568,23785,1394,8040,588
Colorado,American Indian or Alaska Native and Black or African American,04000US08,11,2365,361,1890,316,2365,361,1890,316
Colorado,Remainder of Two or More Race Responses,04000US08,12,12480,1171,6670,674,12365,1161,6555,664
Colorado,Hispanic or Latino,04000US08,13,983325,846,629030,700,764075,4064,438845,3461
Connecticut,Total,04000US09,1,3545835,,2718315,127,3294270,4617,2493095,4162
Connecticut,Not Hispanic or Latino,04000US09,2,3098725,,2422040,124,2930220,4034,2271960,3513
Connecticut,American Indian or Alaska Native Alone,04000US09,3,5855,544,4385,375,5470,458,4155,333
Connecticut,Asian Alone,04000US09,4,130695,992,97490,590,80845,1792,53625,1310
Connecticut,Black or African American Alone,04000US09,5,331405,1901,240170,1106,295900,2170,209050,1759
Connecticut,Native Hawaiian or Other Pacific Islander Alone,04000US09,6,1285,199,955,202,1040,211,755,197
Connecticut,White Alone,04000US09,7,2578520,123,2053945,123,2497150,2841,1980315,2498
Connecticut,American Indian or Alaska Native and White,04000US09,8,9615,543,6875,376,9540,551,6825,382
Connecticut,Asian and White,04000US09,9,11065,901,4560,547,10495,864,4090,489
Connecticut,Black or African American and White,04000US09,10,19175,1333,6590,639,18880,1311,6295,564
Connecticut,American Indian or Alaska Native and Black or African American,04000US09,11,4530,816,3605,607,4520,818,3595,610
Connecticut,Remainder of Two or More Race Responses,04000US09,12,6580,894,3455,594,6375,899,3255,580
Connecticut,Hispanic or Latino,04000US09,13,447110,,296275,,364050,2983,221135,2732
Delaware,Total,04000US10,1,881280,,676010,66,838680,1843,638160,1574
Delaware,Not Hispanic or Latino,04000US10,2,814365,,633840,65,792695,1288,614175,1107
Delaware,American Indian or Alaska Native Alone,04000US10,3,2540,315,2040,249,2515,318,2015,252
Delaware,Asian Alone,04000US10,4,27775,393,21020,269,18425,742,12555,582
Delaware,Black or African American Alone,04000US10,5,182420,945,129955,485,176155,1259,124415,838
Delaware,Native Hawaiian or Other Pacific Islander Alone,04000US10,6,280,83,270,85,280,83,270,85
Delaware,White Alone,04000US10,7,587060,119,473860,119,581215,763,468385,678
Delaware,American Indian or Alaska Native and White,04000US10,8,2370,316,1735,249,2365,315,1730,251
Delaware,Asian and White,04000US10,9,2365,383,1195,262,2310,392,1140,266
Delaware,Black or African American and White,04000US10,10,6015,767,1485,357,6000,768,1485,357
Delaware,American Indian or Alaska Native and Black or African American,04000US10,11,1410,432,990,241,1410,430,990,240
Delaware,Remainder of Two or More Race Responses,04000US10,12,2135,397,1290,292,2020,383,1185,271
Delaware,Hispanic or Latino,04000US10,13,66915,,42170,,45990,1345,23985,1151
District of Columbia,Total,04000US11,1,584400,,481310,112,535690,1803,435875,1708
District of Columbia,Not Hispanic or Latino,04000US11,2,533100,,441695,111,505640,1397,415875,1307
District of Columbia,American Indian or Alaska Native Alone,04000US11,3,1310,189,1135,166,1305,192,1130,168
District of Columbia,Asian Alone,04000US11,4,20330,343,18405,326,14245,597,12610,545
District of Columbia,Black or African American Alone,04000US11,5,306410,619,236520,511,296320,1213,227315,1020
District of Columbia,Native Hawaiian or Other Pacific Islander Alone,04000US11,6,360,43,305,67,280,100,245,82
District of Columbia,White Alone,04000US11,7,196070,132,179035,132,185095,828,168500,762
District of Columbia,American Indian or Alaska Native and White,04000US11,8,715,182,670,171,700,181,655,169
District of Columbia,Asian and White,04000US11,9,2310,330,1620,313,2210,327,1525,304
District of Columbia,Black or African American and White,04000US11,10,2570,481,1765,351,2480,485,1675,350
District of Columbia,American Indian or Alaska Native and Black or African American,04000US11,11,1230,300,1005,265,1230,300,1005,265
District of Columbia,Remainder of Two or More Race Responses,04000US11,12,1800,317,1240,226,1775,314,1215,225
District of Columbia,Hispanic or Latino,04000US11,13,51300,,39615,,30055,1108,20000,1017
Florida,Total,04000US12,1,18511620,,14498530,611,16629180,16049,12812525,14358
Florida,Not Hispanic or Latino,04000US12,2,14516295,773,11555870,817,13790970,8072,10905090,7289
Florida,American Indian or Alaska Native Alone,04000US12,3,39705,1396,31540,1048,39140,1394,30980,1040
Florida,Asian Alone,04000US12,4,443535,2325,346125,1616,308420,3341,225850,2969
Florida,Black or African American Alone,04000US12,5,2813550,4567,1979870,2422,2541010,7494,1742145,5901
Florida,Native Hawaiian or Other Pacific Islander Alone,04000US12,6,9865,684,7425,543,8640,701,6440,560
Florida,White Alone,04000US12,7,10980645,927,9069990,803,10673995,5787,8786910,5138
Florida,American Indian or Alaska Native and White,04000US12,8,55540,1401,43505,1053,55240,1394,43255,1053
Florida,Asian and White,04000US12,9,51150,2285,26090,1499,48260,2256,23565,1448
Florida,Black or African American and White,04000US12,10,80165,3519,23990,1519,77620,3455,21895,1410
Florida,American Indian or Alaska Native and Black or African American,04000US12,11,10385,1219,7835,849,10205,1208,7665,837
Florida,Remainder of Two or More Race Responses,04000US12,12,31755,2242,19500,1546,28450,2095,16390,1373
Florida,Hispanic or Latino,04000US12,13,3995325,773,2942660,621,2838205,13027,1907440,11429
Georgia,Total,04000US13,1,9468815,,7006335,942,8866840,6992,6476090,6082
Georgia,Not Hispanic or Latino,04000US13,2,8684105,848,6508175,922,8432985,4724,6287210,3956
Georgia,American Indian or Alaska Native Alone,04000US13,3,18715,1124,15080,866,18460,1115,14845,856
Georgia,Asian Alone,04000US13,4,297660,1447,223500,1019,187030,2508,126125,2186
Georgia,Black or African American Alone,04000US13,5,2853575,3519,2009390,1926,2787380,4278,1951560,3067
Georgia,Native Hawaiian or Other Pacific Islander Alone,04000US13,6,4185,377,3015,299,3795,373,2720,287
Georgia,White Alone,04000US13,7,5398845,295,4202420,272,5327510,2989,4139045,2387
Georgia,American Indian or Alaska Native and White,04000US13,8,24195,1343,18740,1064,24110,1346,18660,1066
Georgia,Asian and White,04000US13,9,20855,1336,9315,733,20020,1289,8640,732
Georgia,Black or African American and White,04000US13,10,43105,2400,12315,1002,42485,2383,11855,972
Georgia,American Indian or Alaska Native and Black or African American,04000US13,11,7185,834,5440,674,7150,823,5405,662
Georgia,Remainder of Two or More Race Responses,04000US13,12,15775,1329,8965,824,15050,1318,8345,813
Georgia,Hispanic or Latino,04000US13,13,784710,847,498165,723,433850,4695,188880,3905
Hawaii,Total,04000US15,1,1333590,,1032865,61,1230730,3619,941595,3075
Hawaii,Not Hispanic or Latino,04000US15,2,1218160,,960690,58,1120885,3628,874210,3064
Hawaii,American Indian or Alaska Native Alone,04000US15,3,2095,272,1785,240,2095,272,1780,241
Hawaii,Asian Alone,04000US15,4,514725,3897,435890,2790,446975,3720,374770,3001
Hawaii,Black or African American Alone,04000US15,5,19850,633,15695,448,19125,611,15035,488
Hawaii,Native Hawaiian or Other Pacific Islander Alone,04000US15,6,122565,1666,86870,1189,106365,2244,73780,1789
Hawaii,White Alone,04000US15,7,307790,123,266015,123,297170,852,256005,769
Hawaii,American Indian or Alaska Native and White,04000US15,8,7085,273,5780,253,7075,270,5770,253
Hawaii,Asian and White,04000US15,9,60700,2447,34905,1679,59960,2448,34210,1630
Hawaii,Black or African American and White,04000US15,10,3925,544,1750,339,3855,546,1740,337
Hawaii,American Indian or Alaska Native and Black or African American,04000US15,11,810,274,660,213,810,274,660,213
Hawaii,Remainder of Two or More Race Responses,04000US15,12,178610,4564,111335,2787,177460,4578,110460,2777
Hawaii,Hispanic or Latino,04000US15,13,115435,,72170,,109840,837,67385,631
Idaho,Total,04000US16,1,1526795,,1107585,358,1466725,2285,1056005,1919
Idaho,Not Hispanic or Latino,04000US16,2,1365460,59,1013670,343,1346655,1562,997775,1270
Idaho,American Indian or Alaska Native Alone,04000US16,3,15350,772,11080,524,15275,773,11040,525
Idaho,Asian Alone,04000US16,4,17680,683,13595,486,11660,744,8395,498
Idaho,Black or African American Alone,04000US16,5,8115,479,5245,285,6450,548,4210,366
Idaho,Native Hawaiian or Other Pacific Islander Alone,04000US16,6,2165,374,1555,243,1785,345,1245,208
Idaho,White Alone,04000US16,7,1294340,326,966825,211,1283930,1419,957695,1080
Idaho,American Indian or Alaska Native and White,04000US16,8,14030,739,9460,533,14030,739,9460,533
Idaho,Asian and White,04000US16,9,6330,568,3030,368,6180,559,2915,355
Idaho,Black or African American and White,04000US16,10,3640,442,1025,247,3600,448,980,242
Idaho,American Indian or Alaska Native and Black or African American,04000US16,11,190,116,115,86,190,116,115,86
Idaho,Remainder of Two or More Race Responses,04000US16,12,3625,605,1740,310,3560,601,1715,312
Idaho,Hispanic or Latino,04000US16,13,161335,60,93915,89,120070,1620,58225,1345
Illinois,Total,04000US17,1,12745360,,9591900,718,11777750,10566,8717365,9551
Illinois,Not Hispanic or Latino,04000US17,2,10805430,320,8344830,686,10410350,6453,7987490,5671
Illinois,American Indian or Alaska Native Alone,04000US17,3,15625,796,12305,614,15260,782,11985,601
Illinois,Asian Alone,04000US17,4,572245,1946,444310,1231,400735,3362,290515,2740
Illinois,Black or African American Alone,04000US17,5,1845525,2912,1309640,1750,1817325,3377,1284880,2357
Illinois,Native Hawaiian or Other Pacific Islander Alone,04000US17,6,2810,452,2175,377,2640,434,2025,365
Illinois,White Alone,04000US17,7,8220965,1129,6509010,1123,8028680,5482,6332930,4948
Illinois,American Indian or Alaska Native and White,04000US17,8,28925,828,21585,640,28780,810,21440,628
Illinois,Asian and White,04000US17,9,40645,1708,17010,859,39485,1695,16045,856
Illinois,Black or African American and White,04000US17,10,58560,2358,16010,936,58200,2347,15670,911
Illinois,American Indian or Alaska Native and Black or African American,04000US17,11,6320,732,4810,560,6265,728,4750,554
Illinois,Remainder of Two or More Race Responses,04000US17,12,13815,1334,7975,775,12985,1232,7245,670
Illinois,Hispanic or Latino,04000US17,13,1939930,321,1247070,339,1367400,7740,729875,6932
Indiana,Total,04000US18,1,6417400,,4810325,688,6231810,3334,4649340,3018
Indiana,Not Hispanic or Latino,04000US18,2,6055925,147,4590320,614,5976690,2468,4521030,2155
Indiana,American Indian or Alaska Native Alone,04000US18,3,12165,753,9900,570,12070,741,9805,564
Indiana,Asian Alone,04000US18,4,96390,1150,72480,757,55705,1370,36975,1096
Indiana,Black or African American Alone,04000US18,5,568585,2599,393385,1202,558645,2811,385160,1471
Indiana,Native Hawaiian or Other Pacific Islander Alone,04000US18,6,1330,268,1065,255,1185,218,920,201
Indiana,White Alone,04000US18,7,5280325,1042,4068540,712,5252890,1773,4043960,1361
Indiana,American Indian or Alaska Native and White,04000US18,8,29395,1326,21285,828,29350,1322,21245,833
Indiana,Asian and White,04000US18,9,13965,1094,6565,637,13525,1023,6210,571
Indiana,Black or African American and White,04000US18,10,43445,2261,10340,816,43180,2253,10170,811
Indiana,American Indian or Alaska Native and Black or African American,04000US18,11,3265,630,2580,432,3265,630,2580,432
Indiana,Remainder of Two or More Race Responses,04000US18,12,7070,853,4175,514,6880,839,4005,501
Indiana,Hispanic or Latino,04000US18,13,361470,148,220010,223,255115,2746,128310,2244
Iowa,Total,04000US19,1,3016265,,2292275,603,2936340,2400,2222850,2041
Iowa,Not Hispanic or Latino,04000US19,2,2879335,147,2211995,556,2839980,1519,2177770,1407
Iowa,American Indian or Alaska Native Alone,04000US19,3,7670,532,5435,403,7620,527,5385,393
Iowa,Asian Alone,04000US19,4,50145,791,37665,479,30525,908,20225,805
Iowa,Black or African American Alone,04000US19,5,81425,1626,53150,792,76240,1599,48875,945
Iowa,Native Hawaiian or Other Pacific Islander Alone,04000US19,6,920,337,690,243,640,210,420,160
Iowa,White Alone,04000US19,7,2699445,167,2098255,154,2685490,1005,2086300,819
Iowa,American Indian or Alaska Native and White,04000US19,8,11485,520,8060,385,11485,520,8060,385
Iowa,Asian and White,04000US19,9,6455,639,2605,395,6340,631,2510,381
Iowa,Black or African American and White,04000US19,10,16815,1397,3605,482,16815,1397,3605,482
Iowa,American Indian or Alaska Native and Black or African American,04000US19,11,1175,298,790,236,1175,298,790,236
Iowa,Remainder of Two or More Race Responses,04000US19,12,3805,613,1735,326,3655,559,1600,300
Iowa,Hispanic or Latino,04000US19,13,136930,145,80280,231,96360,1627,45080,1282
Kansas,Total,04000US20,1,2809330,,2093790,481,2689900,3029,1989385,2569
Kansas,Not Hispanic or Latino,04000US20,2,2533220,434,1929360,431,2490770,2002,1891620,1612
Kansas,American Indian or Alaska Native Alone,04000US20,3,20455,817,14630,639,20415,812,14590,638
Kansas,Asian Alone,04000US20,4,65900,937,49595,592,41830,1041,27785,852
Kansas,Black or African American Alone,04000US20,5,159015,1695,111715,1015,153615,1845,106855,1219
Kansas,Native Hawaiian or Other Pacific Islander Alone,04000US20,6,1525,319,1045,183,1120,263,725,167
Kansas,White Alone,04000US20,7,2223440,1148,1720815,871,2211290,1481,1710430,1169
Kansas,American Indian or Alaska Native and White,04000US20,8,24320,951,16960,733,24305,954,16945,734
Kansas,Asian and White,04000US20,9,8625,752,3595,433,8460,733,3455,432
Kansas,Black or African American and White,04000US20,10,20920,1336,5585,819,20910,1337,5575,817
Kansas,American Indian or Alaska Native and Black or African American,04000US20,11,4470,898,2890,564,4470,898,2890,564
Kansas,Remainder of Two or More Race Responses,04000US20,12,4545,660,2530,365,4355,639,2370,359
Kansas,Hispanic or Latino,04000US20,13,276110,436,164430,258,199130,2261,97765,1814
Kentucky,Total,04000US21,1,4285830,,3265915,832,4198255,2906,3189845,2393
Kentucky,Not Hispanic or Latino,04000US21,2,4168480,962,3192930,855,4124405,2171,3155305,1776
Kentucky,American Indian or Alaska Native Alone,04000US21,3,7755,715,6425,527,7730,711,6400,525
Kentucky,Asian Alone,04000US21,4,45650,886,33705,608,25675,1181,16805,949
Kentucky,Black or African American Alone,04000US21,5,328550,2361,234415,1333,322935,2812,229730,1680
Kentucky,Native Hawaiian or Other Pacific Islander Alone,04000US21,6,2360,356,1885,328,2105,347,1665,320
Kentucky,White Alone,04000US21,7,3728895,617,2891980,546,3711245,1727,2876615,1416
Kentucky,American Indian or Alaska Native and White,04000US21,8,15910,925,12345,703,15910,925,12345,703
Kentucky,Asian and White,04000US21,9,7435,718,3735,473,7065,661,3415,405
Kentucky,Black or African American and White,04000US21,10,25960,1631,5065,562,25905,1622,5025,557
Kentucky,American Indian or Alaska Native and Black or African American,04000US21,11,1575,390,1245,285,1525,372,1235,282
Kentucky,Remainder of Two or More Race Responses,04000US21,12,4390,746,2120,330,4315,727,2065,322
Kentucky,Hispanic or Latino,04000US21,13,117350,962,72985,991,73850,1493,34540,1175
Louisiana,Total,04000US22,1,4429940,,3324825,476,4338240,2865,3241185,2755
Louisiana,Not Hispanic or Latino,04000US22,2,4257185,457,3201345,511,4216385,1822,3164230,1715
Louisiana,American Indian or Alaska Native Alone,04000US22,3,24965,888,18095,618,24955,883,18085,616
Louisiana,Asian Alone,04000US22,4,67015,723,51800,505,47200,996,34060,873
Louisiana,Black or African American Alone,04000US22,5,1400695,1842,981570,1058,1394850,2113,976135,1418
Louisiana,Native Hawaiian or Other Pacific Islander Alone,04000US22,6,1100,265,930,255,1060,261,895,256
Louisiana,White Alone,04000US22,7,2715690,123,2125140,123,2701070,1100,2111655,981
Louisiana,American Indian or Alaska Native and White,04000US22,8,15680,937,11240,653,15640,939,11200,645
Louisiana,Asian and White,04000US22,9,6455,656,2790,397,6160,617,2515,355
Louisiana,Black or African American and White,04000US22,10,17055,1463,4350,587,16970,1452,4305,573
Louisiana,American Indian or Alaska Native and Black or African American,04000US22,11,3560,936,2285,499,3560,936,2280,499
Louisiana,Remainder of Two or More Race Responses,04000US22,12,4965,591,3145,472,4920,591,3100,471
Louisiana,Hispanic or Latino,04000US22,13,172755,457,123475,371,121855,1963,76950,1795
Maine,Total,04000US23,1,1327665,,1046180,247,1307845,1155,1029240,973
Maine,Not Hispanic or Latino,04000US23,2,1310620,74,1035615,209,1292690,1139,1020325,963
Maine,American Indian or Alaska Native Alone,04000US23,3,6815,440,5195,292,6720,445,5115,291
Maine,Asian Alone,04000US23,4,13270,412,9585,241,9015,465,6070,388
Maine,Black or African American Alone,04000US23,5,13295,534,7475,267,10155,669,5550,375
Maine,Native Hawaiian or Other Pacific Islander Alone,04000US23,6,440,133,325,105,425,133,320,106
Maine,White Alone,04000US23,7,1259235,104,1003080,104,1248960,880,993460,776
Maine,American Indian or Alaska Native and White,04000US23,8,10220,518,7055,342,10185,515,7015,340
Maine,Asian and White,04000US23,9,2890,386,1280,259,2780,373,1175,240
Maine,Black or African American and White,04000US23,10,2995,373,935,188,2995,373,935,188
Maine,American Indian or Alaska Native and Black or African American,04000US23,11,155,85,125,76,155,85,125,76
Maine,Remainder of Two or More Race Responses,04000US23,12,1310,259,565,164,1300,260,555,163
Maine,Hispanic or Latino,04000US23,13,17045,74,10565,126,15155,360,8915,355
Maryland,Total,04000US24,1,5696425,,4334330,279,5281605,5726,3964250,4898
Maryland,Not Hispanic or Latino,04000US24,2,5266475,,4040420,216,5023335,4447,3826425,3957
Maryland,American Indian or Alaska Native Alone,04000US24,3,11575,724,9225,556,11210,704,8940,533
Maryland,Asian Alone,04000US24,4,306045,1363,237040,1003,208450,2500,151710,2153
Maryland,Black or African American Alone,04000US24,5,1651040,2781,1209475,1672,1561975,3877,1131170,3154
Maryland,Native Hawaiian or Other Pacific Islander Alone,04000US24,6,2225,428,1895,421,1900,360,1585,358
Maryland,White Alone,04000US24,7,3190000,127,2531230,127,3136555,1902,2483340,1640
Maryland,American Indian or Alaska Native and White,04000US24,8,14815,704,10890,535,14790,706,10865,536
Maryland,Asian and White,04000US24,9,25185,1336,11185,913,24475,1331,10595,883
Maryland,Black or African American and White,04000US24,10,37660,1763,11620,813,37000,1732,11120,811
Maryland,American Indian or Alaska Native and Black or African American,04000US24,11,10460,1314,7880,890,10425,1310,7845,887
Maryland,Remainder of Two or More Race Responses,04000US24,12,17470,1615,9980,957,16550,1549,9250,928
Maryland,Hispanic or Latino,04000US24,13,429945,,293910,181,258270,3133,137825,2798
Massachusetts,Total,04000US25,1,6477095,,5045150,129,5990645,7299,4602185,6459
Massachusetts,Not Hispanic or Latino,04000US25,2,5892120,375,4659615,345,5528560,6484,4327885,5450
Massachusetts,American Indian or Alaska Native Alone,04000US25,3,8995,652,7190,478,8715,649,6910,482
Massachusetts,Asian Alone,04000US25,4,338495,1717,261455,993,222610,2583,155795,2042
Massachusetts,Black or African American Alone,04000US25,5,403460,2309,291820,1561,334125,2987,229940,2077
Massachusetts,Native Hawaiian or Other Pacific Islander Alone,04000US25,6,1985,277,1630,236,1840,291,1510,244
Massachusetts,White Alone,04000US25,7,5052735,448,4052535,372,4880215,4599,3893665,3932
Massachusetts,American Indian or Alaska Native and White,04000US25,8,17155,666,12455,481,16975,687,12295,504
Massachusetts,Asian and White,04000US25,9,25090,1545,10230,851,23500,1413,8850,707
Massachusetts,Black or African American and White,04000US25,10,32040,2041,13850,1362,28955,1664,10985,985
Massachusetts,American Indian or Alaska Native and Black or African American,04000US25,11,4145,722,3420,607,4095,711,3370,602
Massachusetts,Remainder of Two or More Race Responses,04000US25,12,8025,875,5035,593,7525,831,4560,545
Massachusetts,Hispanic or Latino,04000US25,13,584975,375,385530,333,462085,3255,274300,2972
Michigan,Total,04000US26,1,9952685,,7531715,504,9647410,5264,7266065,4465
Michigan,Not Hispanic or Latino,04000US26,2,9529275,165,7274630,519,9306760,4622,7080925,3991
Michigan,American Indian or Alaska Native Alone,04000US26,3,48925,1322,35845,1053,48535,1325,35470,1056
Michigan,Asian Alone,04000US26,4,243460,1667,179605,818,152160,2352,100240,1804
Michigan,Black or African American Alone,04000US26,5,1393650,2522,987950,1348,1378090,2774,974655,1777
Michigan,Native Hawaiian or Other Pacific Islander Alone,04000US26,6,2455,365,1805,258,2280,361,1630,268
Michigan,White Alone,04000US26,7,7667205,240,5986580,222,7554435,3656,5887895,3011
Michigan,American Indian or Alaska Native and White,04000US26,8,52550,1212,35675,878,52465,1210,35595,881
Michigan,Asian and White,04000US26,9,26800,1495,10860,745,25545,1418,9910,640
Michigan,Black or African American and White,04000US26,10,64670,2093,18040,905,64160,2123,17660,893
Michigan,American Indian or Alaska Native and Black or African American,04000US26,11,12330,1309,8820,880,12295,1304,8785,880
Michigan,Remainder of Two or More Race Responses,04000US26,12,17230,1254,9455,662,16795,1234,9085,652
Michigan,Hispanic or Latino,04000US26,13,423410,166,257085,145,340650,2320,185140,2040
Minnesota,Total,04000US27,1,5241915,,3959835,493,5034350,3623,3783730,2966
Minnesota,Not Hispanic or Latino,04000US27,2,5008200,187,3820395,497,4874375,2957,3708635,2309
Minnesota,American Indian or Alaska Native Alone,04000US27,3,52315,1217,35610,829,52075,1231,35400,830
Minnesota,Asian Alone,04000US27,4,204180,1312,138690,860,147615,2151,90405,1558
Minnesota,Black or African American Alone,04000US27,5,254795,2050,164770,918,211380,2728,130250,1579
