GEONAME,LNTITLE,GEOID,LNNUMBER,TOT_EST,TOT_MOE,ADU_EST,ADU_MOE,CIT_EST,CIT_MOE,CVAP_EST,CVAP_MOE
Arkansas,Remainder of Two or More Race Responses,04000US05,12,2385,456,1290,281,2385,456,1290,281
Arkansas,Hispanic or Latino,04000US05,13,153630,368,90940,348,94575,1772,40515,1449
California,Total,04000US06,1,36308525,,26868770,496,30861705,30929,21942930,27450
California,Not Hispanic or Latino,04000US06,2,23206365,,18378730,362,21480155,14312,16825675,12288
California,American Indian or Alaska Native Alone,04000US06,3,167235,2631,131960,2086,165530,2621,130400,2098
California,Asian Alone,04000US06,4,4449515,7277,3503460,3667,3350440,8957,2515395,7385
California,Black or African American Alone,04000US06,5,2199835,5347,1619630,3267,2135435,5768,1563045,3748
California,Native Hawaiian or Other Pacific Islander Alone,04000US06,6,124490,1795,93345,1123,106880,2098,77780,1417
California,White Alone,04000US06,7,15549280,132,12646350,132,15017265,7278,12164955,6062
California,American Indian or Alaska Native and White,04000US06,8,159435,2717,121620,2097,158900,2713,121095,2098
California,Asian and White,04000US06,9,270220,6262,117210,3260,263880,6217,111925,3213
California,Black or African American and White,04000US06,10,123545,3662,50655,2096,121970,3626,49340,2079
California,American Indian or Alaska Native and Black or African American,04000US06,11,31660,2051,24430,1567,31625,2048,24395,1563
California,Remainder of Two or More Race Responses,04000US06,12,131155,4535,70075,2776,128240,4528,67355,2717
California,Hispanic or Latino,04000US06,13,13102160,,8490040,231,9381545,22038,5117250,19563
Colorado,Total,04000US08,1,4843210,,3646550,857,4518410,6569,3364440,5570
Colorado,Not Hispanic or Latino,04000US08,2,3887545,658,3033540,802,3788335,3590,2945480,3138
Colorado,American Indian or Alaska Native Alone,04000US08,3,30565,1188,23485,949,30430,1214,23350,971
Colorado,Asian Alone,04000US08,4,123600,1385,95260,825,86355,1828,62610,1388
Colorado,Black or African American Alone,04000US08,5,179575,1939,129105,1154,167295,2197,118740,1437
Colorado,Native Hawaiian or Other Pacific Islander Alone,04000US08,6,4400,546,3495,410,4205,531,3300,407
Colorado,White Alone,04000US08,7,3460905,681,2737195,602,3412155,2500,2693015,2185
Colorado,American Indian or Alaska Native and White,04000US08,8,28670,1083,20835,903,28630,1088,20795,906
Colorado,Asian and White,04000US08,9,23355,1232,9460,679,22945,1183,9125,639
Colorado,Black or African American and White,04000US08,10,23990,1436,7865,722,23895,1431,7765,717
Colorado,American Indian or Alaska Native and Black or African American,04000US08,11,2655,479,1830,310,2655,479,1830,310
Colorado,Remainder of Two or More Race Responses,04000US08,12,9835,1059,5020,616,9770,1045,4950,606
Colorado,Hispanic or Latino,04000US08,13,955665,657,613010,451,730075,4809,418955,3953
Connecticut,Total,04000US09,1,3494485,,2672365,143,3256685,5012,2460490,4371
Connecticut,Not Hispanic or Latino,04000US09,2,3088010,,2402950,142,2926095,3988,2259135,3489
Connecticut,American Indian or Alaska Native Alone,04000US09,3,5720,703,4330,397,5410,601,4125,360
Connecticut,Asian Alone,04000US09,4,117845,808,88020,467,73975,1427,49505,1039
Connecticut,Black or African American Alone,04000US09,5,321460,1374,231060,954,287580,2137,201470,1890
Connecticut,Native Hawaiian or Other Pacific Islander Alone,04000US09,6,1260,155,885,177,1125,166,775,178
Connecticut,White Alone,04000US09,7,2595600,123,2055635,123,2512725,3032,1980920,2642
Connecticut,American Indian or Alaska Native and White,04000US09,8,9730,704,6910,399,9590,693,6825,389
Connecticut,Asian and White,04000US09,9,9375,759,3735,433,9060,724,3515,418
Connecticut,Black or African American and White,04000US09,10,17370,1152,5980,630,17080,1161,5715,600
Connecticut,American Indian or Alaska Native and Black or African American,04000US09,11,4095,798,3410,585,4085,799,3400,586
Connecticut,Remainder of Two or More Race Responses,04000US09,12,5560,704,2980,444,5460,710,2885,448
Connecticut,Hispanic or Latino,04000US09,13,406475,,269420,,330590,2561,201355,2311
Delaware,Total,04000US10,1,863830,,658605,15,824385,1656,623675,1360
Delaware,Not Hispanic or Latino,04000US10,2,806025,,623220,15,783750,1394,603245,1192
Delaware,American Indian or Alaska Native Alone,04000US10,3,2215,276,1775,206,2195,268,1755,201
Delaware,Asian Alone,04000US10,4,24980,357,18580,201,16005,659,10620,491
Delaware,Black or African American Alone,04000US10,5,174175,925,125770,398,167445,1203,119835,829
Delaware,Native Hawaiian or Other Pacific Islander Alone,04000US10,6,140,85,135,81,130,80,125,76
Delaware,White Alone,04000US10,7,592190,119,471240,119,585755,821,465295,723
Delaware,American Indian or Alaska Native and White,04000US10,8,2050,276,1530,206,2045,276,1525,205
Delaware,Asian and White,04000US10,9,1725,356,765,196,1705,352,745,189
Delaware,Black or African American and White,04000US10,10,5365,790,1355,304,5365,790,1355,304
Delaware,American Indian or Alaska Native and Black or African American,04000US10,11,1240,398,860,211,1225,392,845,208
Delaware,Remainder of Two or More Race Responses,04000US10,12,1935,477,1210,310,1875,458,1155,291
Delaware,Hispanic or Latino,04000US10,13,57805,,35380,,40635,1093,20425,870
District of Columbia,Total,04000US11,1,588435,,474440,124,540125,1904,430110,1666
District of Columbia,Not Hispanic or Latino,04000US11,2,538620,,437535,123,511755,1612,412790,1377
District of Columbia,American Indian or Alaska Native Alone,04000US11,3,1335,179,1215,181,1300,186,1180,184
District of Columbia,Asian Alone,04000US11,4,17405,371,14940,229,11700,765,9885,598
District of Columbia,Black or African American Alone,04000US11,5,322705,662,247570,498,312805,1303,238545,1117
District of Columbia,Native Hawaiian or Other Pacific Islander Alone,04000US11,6,400,61,320,70,305,97,260,94
District of Columbia,White Alone,04000US11,7,189165,132,168255,132,178195,892,157840,831
District of Columbia,American Indian or Alaska Native and White,04000US11,8,620,181,580,158,610,180,575,159
District of Columbia,Asian and White,04000US11,9,1930,364,1080,225,1880,363,1030,218
District of Columbia,Black or African American and White,04000US11,10,2250,419,1440,299,2170,415,1360,292
District of Columbia,American Indian or Alaska Native and Black or African American,04000US11,11,1210,373,985,289,1210,373,985,289
District of Columbia,Remainder of Two or More Race Responses,04000US11,12,1605,317,1145,227,1585,316,1125,229
District of Columbia,Hispanic or Latino,04000US11,13,49815,,36905,,28370,995,17315,887
Florida,Total,04000US12,1,18222420,,14167645,632,16393045,15130,12534075,13106
Florida,Not Hispanic or Latino,04000US12,2,14476140,678,11425790,769,13757810,8432,10784400,7306
Florida,American Indian or Alaska Native Alone,04000US12,3,43755,1665,34375,1267,43105,1621,33730,1238
Florida,Asian Alone,04000US12,4,415695,2266,319010,1532,288450,3252,206825,2629
Florida,Black or African American Alone,04000US12,5,2722685,3985,1908640,1945,2459080,6615,1678905,5009
Florida,Native Hawaiian or Other Pacific Islander Alone,04000US12,6,8985,745,6780,602,7695,728,5745,572
Florida,White Alone,04000US12,7,11075765,885,9045490,640,10758170,5915,8754590,5262
Florida,American Indian or Alaska Native and White,04000US12,8,56650,1632,44600,1234,56330,1634,44320,1231
Florida,Asian and White,04000US12,9,45180,1947,22640,1207,42660,1860,20415,1114
Florida,Black or African American and White,04000US12,10,71190,3345,21595,1451,68375,3126,19300,1261
Florida,American Indian or Alaska Native and Black or African American,04000US12,11,9360,1127,7135,729,9230,1103,7025,704
Florida,Remainder of Two or More Race Responses,04000US12,12,26870,2049,15535,1226,24710,1978,13545,1210
Florida,Hispanic or Latino,04000US12,13,3746280,678,2741855,675,2635235,11173,1749670,9785
Georgia,Total,04000US13,1,9497665,,6983325,870,8914970,6214,6475880,5512
Georgia,Not Hispanic or Latino,04000US13,2,8762540,878,6530225,1002,8515265,5023,6314035,4524
Georgia,American Indian or Alaska Native Alone,04000US13,3,20035,928,15935,732,19890,923,15810,718
Georgia,Asian Alone,04000US13,4,268965,1593,199435,969,168520,2493,111665,2126
Georgia,Black or African American Alone,04000US13,5,2803230,3379,1982380,2174,2737060,4577,1924470,3519
Georgia,Native Hawaiian or Other Pacific Islander Alone,04000US13,6,4220,566,3060,443,3830,483,2780,392
Georgia,White Alone,04000US13,7,5563485,81,4278440,245,5485025,3436,4209720,2816
Georgia,American Indian or Alaska Native and White,04000US13,8,24240,1024,18660,846,24150,1016,18570,846
Georgia,Asian and White,04000US13,9,18850,1433,7900,712,18200,1409,7395,700
Georgia,Black or African American and White,04000US13,10,39230,2238,11585,1089,38705,2253,11175,1091
Georgia,American Indian or Alaska Native and Black or African American,04000US13,11,6470,823,4955,668,6430,821,4920,665
Georgia,Remainder of Two or More Race Responses,04000US13,12,13820,1286,7880,972,13450,1262,7535,939
Georgia,Hispanic or Latino,04000US13,13,735125,878,453100,845,399705,4402,161845,3474
Hawaii,Total,04000US15,1,1280240,,990955,796,1186745,3203,907520,3136
Hawaii,Not Hispanic or Latino,04000US15,2,1169590,,922495,795,1081850,3153,843960,3094
Hawaii,American Indian or Alaska Native Alone,04000US15,3,2535,347,2060,287,2530,344,2055,285
Hawaii,Asian Alone,04000US15,4,482815,3843,411765,2664,420275,3754,355075,2816
Hawaii,Black or African American Alone,04000US15,5,29925,1141,22950,917,29090,1119,22200,888
Hawaii,Native Hawaiian or Other Pacific Islander Alone,04000US15,6,107500,1912,78955,1222,95405,2066,68965,1519
Hawaii,White Alone,04000US15,7,319360,119,266145,119,308685,879,256245,789
Hawaii,American Indian or Alaska Native and White,04000US15,8,7090,347,5695,293,7060,351,5660,294
Hawaii,Asian and White,04000US15,9,54510,2067,31845,1340,53985,2044,31345,1306
Hawaii,Black or African American and White,04000US15,10,5380,1000,2370,554,5245,987,2340,552
Hawaii,American Indian or Alaska Native and Black or African American,04000US15,11,1085,352,880,300,1085,352,880,300
Hawaii,Remainder of Two or More Race Responses,04000US15,12,159385,4524,99835,2954,158480,4509,99190,2984
Hawaii,Hispanic or Latino,04000US15,13,110655,,68460,,104900,985,63560,691
Idaho,Total,04000US16,1,1492575,,1086070,416,1433720,2416,1036205,1815
Idaho,Not Hispanic or Latino,04000US16,2,1342595,85,998285,396,1324855,1413,983490,1129
Idaho,American Indian or Alaska Native Alone,04000US16,3,15270,851,10760,584,15180,851,10730,586
Idaho,Asian Alone,04000US16,4,16410,670,12105,473,10895,636,7290,442
Idaho,Black or African American Alone,04000US16,5,8215,623,4780,360,6895,616,4080,412
Idaho,Native Hawaiian or Other Pacific Islander Alone,04000US16,6,1710,275,1205,170,1535,321,1080,200
Idaho,White Alone,04000US16,7,1273710,298,955135,222,1263185,1188,946095,889
Idaho,American Indian or Alaska Native and White,04000US16,8,13485,745,8995,553,13485,745,8995,553
Idaho,Asian and White,04000US16,9,6085,598,2690,366,6015,599,2655,371
Idaho,Black or African American and White,04000US16,10,4455,585,1245,269,4410,582,1200,258
Idaho,American Indian or Alaska Native and Black or African American,04000US16,11,190,116,85,90,190,116,85,90
Idaho,Remainder of Two or More Race Responses,04000US16,12,3060,584,1280,282,3060,584,1280,282
Idaho,Hispanic or Latino,04000US16,13,149980,87,87790,123,108865,1882,52715,1343
Illinois,Total,04000US17,1,12785045,,9591925,686,11829320,11549,8733405,10224
Illinois,Not Hispanic or Latino,04000US17,2,10912425,384,8390405,688,10517285,7345,8034965,6481
Illinois,American Indian or Alaska Native Alone,04000US17,3,16430,859,12750,641,16080,841,12445,626
Illinois,Asian Alone,04000US17,4,539250,1693,414045,1075,377275,3223,269855,2595
Illinois,Black or African American Alone,04000US17,5,1864115,3341,1318845,2160,1835885,3725,1294090,2779
Illinois,Native Hawaiian or Other Pacific Islander Alone,04000US17,6,2835,532,2420,457,2595,511,2195,455
Illinois,White Alone,04000US17,7,8351550,1906,6579825,1836,8149110,6208,6395485,5509
Illinois,American Indian or Alaska Native and White,04000US17,8,28315,974,21260,684,28175,969,21120,680
Illinois,Asian and White,04000US17,9,35925,1664,14480,958,35205,1669,13910,954
Illinois,Black or African American and White,04000US17,10,55300,2376,15730,1021,54840,2363,15305,974
Illinois,American Indian or Alaska Native and Black or African American,04000US17,11,6420,912,4680,563,6385,914,4645,566
Illinois,Remainder of Two or More Race Responses,04000US17,12,12285,1080,6370,658,11725,1093,5915,635
Illinois,Hispanic or Latino,04000US17,13,1872620,385,1201520,359,1312030,7294,698445,6378
Indiana,Total,04000US18,1,6342470,,4755940,672,6171920,3173,4607965,2769
Indiana,Not Hispanic or Latino,04000US18,2,6021150,276,4558625,672,5948615,2431,4495110,1931
Indiana,American Indian or Alaska Native Alone,04000US18,3,12220,763,9935,607,12155,750,9865,594
Indiana,Asian Alone,04000US18,4,85215,891,64215,644,50495,1491,33775,1061
Indiana,Black or African American Alone,04000US18,5,545670,2221,380275,1220,536945,2355,373040,1521
Indiana,Native Hawaiian or Other Pacific Islander Alone,04000US18,6,1165,224,910,195,1120,227,870,186
Indiana,White Alone,04000US18,7,5288445,770,4061270,517,5260315,1763,4036195,1409
Indiana,American Indian or Alaska Native and White,04000US18,8,27300,1154,20005,776,27265,1149,19970,771
Indiana,Asian and White,04000US18,9,12745,769,5560,521,12420,757,5305,517
Indiana,Black or African American and White,04000US18,10,38265,1985,9970,894,37960,1957,9775,864
Indiana,American Indian or Alaska Native and Black or African American,04000US18,11,3055,744,2405,564,3055,744,2405,564
Indiana,Remainder of Two or More Race Responses,04000US18,12,7065,859,4085,508,6885,831,3915,489
Indiana,Hispanic or Latino,04000US18,13,321320,277,197315,258,223305,2079,112850,1813
Iowa,Total,04000US19,1,2978880,,2268970,520,2906650,2434,2206630,2136
Iowa,Not Hispanic or Latino,04000US19,2,2856775,224,2196860,431,2820620,1802,2165700,1592
Iowa,American Indian or Alaska Native Alone,04000US19,3,7475,473,5035,356,7440,477,5005,360
Iowa,Asian Alone,04000US19,4,46950,719,34580,462,29470,929,19240,794
Iowa,Black or African American Alone,04000US19,5,71395,1255,47090,631,67505,1394,43990,770
Iowa,Native Hawaiian or Other Pacific Islander Alone,04000US19,6,770,240,605,167,590,160,430,132
Iowa,White Alone,04000US19,7,2695885,209,2095065,182,2681530,1163,2082725,962
Iowa,American Indian or Alaska Native and White,04000US19,8,10665,566,7470,447,10665,566,7470,447
Iowa,Asian and White,04000US19,9,5535,559,2105,286,5390,541,1995,275
Iowa,Black or African American and White,04000US19,10,13910,983,2805,316,13910,983,2805,316
Iowa,American Indian or Alaska Native and Black or African American,04000US19,11,925,292,630,223,925,292,630,223
Iowa,Remainder of Two or More Race Responses,04000US19,12,3265,557,1475,297,3190,545,1415,281
Iowa,Hispanic or Latino,04000US19,13,122105,224,72110,255,86030,1351,40930,1086
Kansas,Total,04000US20,1,2777835,,2079385,868,2667175,2660,1983025,2566
Kansas,Not Hispanic or Latino,04000US20,2,2533220,103,1930630,667,2493235,1666,1894905,1693
Kansas,American Indian or Alaska Native Alone,04000US20,3,19445,724,14120,593,19395,717,14070,593
Kansas,Asian Alone,04000US20,4,60030,915,45515,616,38320,1261,25670,962
Kansas,Black or African American Alone,04000US20,5,154920,1481,109335,1025,150055,1684,104930,1235
Kansas,Native Hawaiian or Other Pacific Islander Alone,04000US20,6,1560,393,1130,233,1110,253,780,189
Kansas,White Alone,04000US20,7,2240455,1146,1731190,1102,2227865,1457,1720405,1344
Kansas,American Indian or Alaska Native and White,04000US20,8,22385,724,16340,569,22370,721,16325,568
Kansas,Asian and White,04000US20,9,7745,770,3100,426,7580,769,2960,415
Kansas,Black or African American and White,04000US20,10,18630,1229,5110,704,18620,1233,5100,707
Kansas,American Indian or Alaska Native and Black or African American,04000US20,11,4330,792,2780,542,4330,792,2780,542
Kansas,Remainder of Two or More Race Responses,04000US20,12,3730,598,2015,373,3585,582,1880,339
Kansas,Hispanic or Latino,04000US20,13,244615,103,148755,277,173935,2005,88120,1657
Kentucky,Total,04000US21,1,4252000,,3241565,978,4173335,2611,3174290,2147
Kentucky,Not Hispanic or Latino,04000US21,2,4150955,1044,3180465,998,4109140,2094,3144725,1778
Kentucky,American Indian or Alaska Native Alone,04000US21,3,7355,703,5990,560,7350,702,5985,559
Kentucky,Asian Alone,04000US21,4,42915,885,32160,576,24330,904,16220,721
Kentucky,Black or African American Alone,04000US21,5,316990,2169,227645,1467,312030,2246,223645,1528
Kentucky,Native Hawaiian or Other Pacific Islander Alone,04000US21,6,2710,540,2045,378,2015,460,1565,351
Kentucky,White Alone,04000US21,7,3731535,771,2890835,536,3714480,1520,2875960,1286
Kentucky,American Indian or Alaska Native and White,04000US21,8,14655,769,11355,645,14655,769,11355,645
Kentucky,Asian and White,04000US21,9,6645,656,3215,329,6305,646,2905,287
Kentucky,Black or African American and White,04000US21,10,22740,1207,4010,481,22685,1211,3975,477
Kentucky,American Indian or Alaska Native and Black or African American,04000US21,11,1490,403,1280,354,1470,397,1260,346
Kentucky,Remainder of Two or More Race Responses,04000US21,12,3925,652,1925,354,3815,635,1850,348
Kentucky,Hispanic or Latino,04000US21,13,101045,1044,61095,1123,64195,1531,29560,1342
Louisiana,Total,04000US22,1,4411545,,3297180,416,4336340,2522,3229245,2291
Louisiana,Not Hispanic or Latino,04000US22,2,4265475,599,3194620,575,4228275,1913,3161115,1754
Louisiana,American Indian or Alaska Native Alone,04000US22,3,22960,685,16820,546,22955,686,16815,547
Louisiana,Asian Alone,04000US22,4,63225,859,47050,595,45650,1414,31445,1066
Louisiana,Black or African American Alone,04000US22,5,1401015,2182,979235,1111,1396220,2289,974830,1284
Louisiana,Native Hawaiian or Other Pacific Islander Alone,04000US22,6,760,188,690,187,760,188,690,187
Louisiana,White Alone,04000US22,7,2734190,123,2128605,7,2719615,1065,2115335,915
Louisiana,American Indian or Alaska Native and White,04000US22,8,14710,720,10725,581,14680,713,10695,577
Louisiana,Asian and White,04000US22,9,5725,695,2420,406,5600,677,2320,398
Louisiana,Black or African American and White,04000US22,10,15315,1364,4140,597,15260,1355,4085,588
Louisiana,American Indian or Alaska Native and Black or African American,04000US22,11,3290,786,2355,469,3285,784,2350,469
Louisiana,Remainder of Two or More Race Responses,04000US22,12,4280,616,2585,455,4255,616,2560,451
Louisiana,Hispanic or Latino,04000US22,13,146075,599,102560,576,108060,1730,68130,1599
Maine,Total,04000US23,1,1316380,,1036655,194,1295745,1156,1019490,968
Maine,Not Hispanic or Latino,04000US23,2,1299735,,1026110,156,1281405,1170,1010970,948
Maine,American Indian or Alaska Native Alone,04000US23,3,6490,372,4970,292,6440,366,4935,289
Maine,Asian Alone,04000US23,4,12250,395,8430,251,8360,523,5315,387
Maine,Black or African American Alone,04000US23,5,14880,927,7870,432,10830,925,5480,421
Maine,Native Hawaiian or Other Pacific Islander Alone,04000US23,6,285,104,215,85,265,94,210,82
Maine,White Alone,04000US23,7,1245355,1254,992515,721,1235185,1483,983070,1015
Maine,American Indian or Alaska Native and White,04000US23,8,13595,1012,9365,651,13565,1008,9330,646
Maine,Asian and White,04000US23,9,2730,384,1295,209,2615,376,1180,196
Maine,Black or African American and White,04000US23,10,3020,391,915,198,3020,391,915,198
Maine,American Indian or Alaska Native and Black or African American,04000US23,11,65,44,55,45,65,44,55,45
Maine,Remainder of Two or More Race Responses,04000US23,12,1065,270,480,165,1065,270,480,165
Maine,Hispanic or Latino,04000US23,13,16645,,10545,94,14340,402,8515,412
Maryland,Total,04000US24,1,5637420,,4271120,315,5257030,5786,3933010,5317
Maryland,Not Hispanic or Latino,04000US24,2,5266110,,4025090,225,5031010,4758,3818230,4375
Maryland,American Indian or Alaska Native Alone,04000US24,3,11260,681,8970,554,10900,710,8680,585
Maryland,Asian Alone,04000US24,4,278760,1237,215255,809,192190,2386,139075,1931
Maryland,Black or African American Alone,04000US24,5,1615395,2535,1186930,1442,1526750,3774,1109315,2914
Maryland,Native Hawaiian or Other Pacific Islander Alone,04000US24,6,2175,461,1920,455,1805,343,1560,336
Maryland,White Alone,04000US24,7,3266190,127,2566560,127,3209025,2336,2515780,2063
Maryland,American Indian or Alaska Native and White,04000US24,8,13630,689,10060,521,13610,689,10040,519
Maryland,Asian and White,04000US24,9,21280,1242,9305,774,20705,1210,8880,763
Maryland,Black or African American and White,04000US24,10,32790,1730,10135,900,32110,1666,9610,876
Maryland,American Indian or Alaska Native and Black or African American,04000US24,11,10550,1292,8055,868,10520,1298,8030,876
Maryland,Remainder of Two or More Race Responses,04000US24,12,14085,1254,7905,738,13400,1204,7270,724
Maryland,Hispanic or Latino,04000US24,13,371305,,246030,175,226020,2983,114780,2548
Massachusetts,Total,04000US25,1,6511175,,5061250,405,6026910,7659,4621480,6990
Massachusetts,Not Hispanic or Latino,04000US25,2,5968025,87,4703370,340,5601835,6844,4370200,6331
Massachusetts,American Indian or Alaska Native Alone,04000US25,3,9945,786,7740,494,9570,779,7380,493
Massachusetts,Asian Alone,04000US25,4,314520,1478,240130,817,205270,2585,141320,2099
Massachusetts,Black or African American Alone,04000US25,5,384440,2317,275210,1448,318865,3009,216625,2387
Massachusetts,Native Hawaiian or Other Pacific Islander Alone,04000US25,6,1900,288,1600,223,1715,286,1435,217
Massachusetts,White Alone,04000US25,7,5181370,127,4140095,127,4994760,5698,3968600,5127
Massachusetts,American Indian or Alaska Native and White,04000US25,8,16015,693,11825,492,15835,689,11670,501
Massachusetts,Asian and White,04000US25,9,21450,1362,8165,726,20335,1317,7185,647
Massachusetts,Black or African American and White,04000US25,10,28320,1937,11645,1123,25975,1724,9500,866
Massachusetts,American Indian or Alaska Native and Black or African American,04000US25,11,3725,640,3175,560,3680,629,3130,548
Massachusetts,Remainder of Two or More Race Responses,04000US25,12,6335,683,3785,461,5830,679,3355,433
Massachusetts,Hispanic or Latino,04000US25,13,543150,87,357880,254,425075,3175,251280,2882
Michigan,Total,04000US26,1,10039210,,7600235,797,9725005,5441,7327820,4716
Michigan,Not Hispanic or Latino,04000US26,2,9633045,342,7345930,817,9405935,4745,7149145,4121
Michigan,American Indian or Alaska Native Alone,04000US26,3,46640,1313,35160,1044,46295,1314,34825,1047
Michigan,Asian Alone,04000US26,4,235870,1371,174250,750,146800,2174,96560,1706
Michigan,Black or African American Alone,04000US26,5,1398760,2572,988075,1677,1381845,2833,974150,2052
Michigan,Native Hawaiian or Other Pacific Islander Alone,04000US26,6,2330,388,1640,264,2045,364,1370,253
Michigan,White Alone,04000US26,7,7795465,109,6069300,109,7676405,3731,5965815,3074
Michigan,American Indian or Alaska Native and White,04000US26,8,50840,1258,36170,948,50800,1256,36135,946
Michigan,Asian and White,04000US26,9,22900,1292,9300,710,22285,1278,8815,705
Michigan,Black or African American and White,04000US26,10,54390,2057,15520,1110,53985,2064,15280,1109
Michigan,American Indian or Alaska Native and Black or African American,04000US26,11,12125,1212,8770,855,12110,1208,8750,852
Michigan,Remainder of Two or More Race Responses,04000US26,12,13730,1105,7755,654,13365,1079,7440,635
Michigan,Hispanic or Latino,04000US26,13,406160,342,254305,236,319065,2927,178670,2456
Minnesota,Total,04000US27,1,5188580,,3926250,423,4993810,3703,3761630,3029
Minnesota,Not Hispanic or Latino,04000US27,2,4979660,175,3803430,420,4851680,3064,3696620,2552
Minnesota,American Indian or Alaska Native Alone,04000US27,3,51655,1090,35475,712,51395,1095,35240,716
Minnesota,Asian Alone,04000US27,4,186615,1224,126085,643,131890,1852,79700,1349
Minnesota,Black or African American Alone,04000US27,5,222685,1817,145890,943,184445,2412,115410,1597
Minnesota,Native Hawaiian or Other Pacific Islander Alone,04000US27,6,2060,444,1530,291,1515,300,1135,208
