GEONAME,LNTITLE,GEOID,LNNUMBER,TOT_EST,TOT_MOE,ADU_EST,ADU_MOE,CIT_EST,CIT_MOE,CVAP_EST,CVAP_MOE
Georgia,Asian Alone,04000US13,4,309355,1959,232960,1197,197385,3255,134030,2495
Georgia,Black or African American Alone,04000US13,5,2898285,3783,2054640,2041,2831975,4676,1996135,3425
Georgia,Native Hawaiian or Other Pacific Islander Alone,04000US13,6,3980,399,3030,401,3590,382,2680,388
Georgia,White Alone,04000US13,7,5421315,83,4233275,74,5352080,2714,4171510,2371
Georgia,American Indian or Alaska Native and White,04000US13,8,23710,1063,18315,915,23650,1055,18255,905
Georgia,Asian and White,04000US13,9,24140,1721,11220,935,23335,1652,10565,851
Georgia,Black or African American and White,04000US13,10,49620,3101,14275,1324,49035,3064,13760,1293
Georgia,American Indian or Alaska Native and Black or African American,04000US13,11,7905,947,6100,765,7855,941,6050,754
Georgia,Remainder of Two or More Race Responses,04000US13,12,19435,1629,10880,931,18515,1622,10110,888
Georgia,Hispanic or Latino,04000US13,13,824035,776,522060,787,473065,5297,210410,4428
Hawaii,Total,04000US15,1,1346555,,1044430,77,1241605,3305,950710,2775
Hawaii,Not Hispanic or Latino,04000US15,2,1227495,,969795,80,1128170,3099,881045,2704
Hawaii,American Indian or Alaska Native Alone,04000US15,3,1895,225,1600,209,1860,226,1575,206
Hawaii,Asian Alone,04000US15,4,513340,4152,435605,2739,444330,4376,373310,3105
Hawaii,Black or African American Alone,04000US15,5,20275,718,16050,473,19770,742,15585,505
Hawaii,Native Hawaiian or Other Pacific Islander Alone,04000US15,6,123960,2179,87545,1443,106990,2669,73560,1910
Hawaii,White Alone,04000US15,7,309240,89,267715,7,298510,932,257540,864
Hawaii,American Indian or Alaska Native and White,04000US15,8,7430,227,6080,211,7420,232,6065,215
Hawaii,Asian and White,04000US15,9,61620,1944,36440,1419,60895,1976,35760,1428
Hawaii,Black or African American and White,04000US15,10,4040,603,1965,352,3995,596,1960,350
Hawaii,American Indian or Alaska Native and Black or African American,04000US15,11,875,255,780,234,875,255,780,234
Hawaii,Remainder of Two or More Race Responses,04000US15,12,184820,4884,116010,3142,183520,4876,114905,3160
Hawaii,Hispanic or Latino,04000US15,13,119060,,74635,,113435,1039,69665,730
Idaho,Total,04000US16,1,1549985,,1126155,336,1488220,2255,1072405,1827
Idaho,Not Hispanic or Latino,04000US16,2,1381040,58,1027380,331,1361645,1353,1011065,1141
Idaho,American Indian or Alaska Native Alone,04000US16,3,15965,707,11530,525,15880,710,11470,532
Idaho,Asian Alone,04000US16,4,18375,755,14095,468,12185,724,8835,538
Idaho,Black or African American Alone,04000US16,5,8400,524,5460,362,6855,559,4550,385
Idaho,Native Hawaiian or Other Pacific Islander Alone,04000US16,6,2230,326,1520,258,1635,418,1130,263
Idaho,White Alone,04000US16,7,1307850,134,979495,83,1297435,969,970215,806
Idaho,American Indian or Alaska Native and White,04000US16,8,13170,714,8860,551,13155,716,8845,553
Idaho,Asian and White,04000US16,9,6755,592,3210,363,6320,571,2875,328
Idaho,Black or African American and White,04000US16,10,4405,517,1180,270,4365,514,1140,268
Idaho,American Indian or Alaska Native and Black or African American,04000US16,11,290,154,185,117,290,154,185,117
Idaho,Remainder of Two or More Race Responses,04000US16,12,3600,542,1850,354,3525,540,1815,354
Idaho,Hispanic or Latino,04000US16,13,168950,60,98775,87,126570,1760,61340,1450
Illinois,Total,04000US17,1,12790180,,9654605,719,11821080,10569,8772705,9453
Illinois,Not Hispanic or Latino,04000US17,2,10802970,354,8374590,795,10405765,6689,8013760,6326
Illinois,American Indian or Alaska Native Alone,04000US17,3,15590,815,12745,657,15295,832,12490,671
Illinois,Asian Alone,04000US17,4,585080,2035,454960,1349,407925,3753,296150,3518
Illinois,Black or African American Alone,04000US17,5,1842540,3722,1319615,2041,1814000,4315,1293755,2641
Illinois,Native Hawaiian or Other Pacific Islander Alone,04000US17,6,2680,405,2230,333,2385,375,1965,312
Illinois,White Alone,04000US17,7,8195615,1419,6511425,1395,8008265,4395,6338890,3998
Illinois,American Indian or Alaska Native and White,04000US17,8,28315,836,20715,666,28085,824,20545,658
Illinois,Asian and White,04000US17,9,45220,1893,19470,1269,43360,1807,17865,1133
Illinois,Black or African American and White,04000US17,10,63805,2722,18365,967,63405,2694,17995,933
Illinois,American Indian or Alaska Native and Black or African American,04000US17,11,7315,989,5315,615,7300,988,5300,614
Illinois,Remainder of Two or More Race Responses,04000US17,12,16805,1360,9745,864,15740,1216,8805,729
Illinois,Hispanic or Latino,04000US17,13,1987210,354,1280015,313,1415315,7596,758940,6482
Indiana,Total,04000US18,1,6454255,,4848925,538,6264615,3379,4683715,2925
Indiana,Not Hispanic or Latino,04000US18,2,6077085,230,4620225,561,5995695,2459,4549340,2277
Indiana,American Indian or Alaska Native Alone,04000US18,3,12310,691,10240,550,12200,686,10135,541
Indiana,Asian Alone,04000US18,4,100010,1005,75355,666,57945,1543,38945,1046
Indiana,Black or African American Alone,04000US18,5,571390,2676,398545,1470,560705,2830,389560,1707
Indiana,Native Hawaiian or Other Pacific Islander Alone,04000US18,6,1120,264,950,257,1025,239,855,229
Indiana,White Alone,04000US18,7,5287995,634,4086950,378,5260715,1687,4062645,1243
Indiana,American Indian or Alaska Native and White,04000US18,8,30495,1182,22360,812,30400,1173,22265,808
Indiana,Asian and White,04000US18,9,15730,1080,7585,651,15110,1069,7090,625
Indiana,Black or African American and White,04000US18,10,47645,2309,11205,986,47555,2312,11135,983
Indiana,American Indian or Alaska Native and Black or African American,04000US18,11,3465,663,2835,512,3465,663,2835,512
Indiana,Remainder of Two or More Race Responses,04000US18,12,6920,726,4195,568,6575,679,3875,520
Indiana,Hispanic or Latino,04000US18,13,377170,230,228700,261,268920,2390,134380,1870
Iowa,Total,04000US19,1,3032265,,2307560,666,2951200,2061,2236865,1914
Iowa,Not Hispanic or Latino,04000US19,2,2888110,129,2223120,587,2848050,1503,2188190,1316
Iowa,American Indian or Alaska Native Alone,04000US19,3,7695,511,5435,409,7670,509,5410,409
Iowa,Asian Alone,04000US19,4,52615,689,39425,505,31875,1039,20830,863
Iowa,Black or African American Alone,04000US19,5,84330,1384,55355,704,78975,1416,50960,819
Iowa,Native Hawaiian or Other Pacific Islander Alone,04000US19,6,1075,301,825,214,795,219,560,185
Iowa,White Alone,04000US19,7,2701190,137,2104730,107,2687830,1112,2093340,882
Iowa,American Indian or Alaska Native and White,04000US19,8,11540,582,8025,475,11540,582,8025,475
Iowa,Asian and White,04000US19,9,7015,629,2825,350,6840,610,2675,331
Iowa,Black or African American and White,04000US19,10,17340,1189,3870,523,17340,1189,3870,523
Iowa,American Indian or Alaska Native and Black or African American,04000US19,11,1150,311,750,206,1150,311,750,206
Iowa,Remainder of Two or More Race Responses,04000US19,12,4160,568,1880,382,4035,555,1765,355
Iowa,Hispanic or Latino,04000US19,13,144160,126,84440,245,103150,1411,48675,1221
Kansas,Total,04000US20,1,2830985,,2112400,419,2708275,2839,2004205,2381
Kansas,Not Hispanic or Latino,04000US20,2,2543385,118,1941065,353,2499430,1743,1901780,1536
Kansas,American Indian or Alaska Native Alone,04000US20,3,19760,766,14395,540,19730,766,14365,540
Kansas,Asian Alone,04000US20,4,67195,961,50345,677,42205,1153,27700,953
Kansas,Black or African American Alone,04000US20,5,160140,1785,113105,1132,154385,1878,107850,1256
Kansas,Native Hawaiian or Other Pacific Islander Alone,04000US20,6,1585,287,1140,218,1200,231,820,196
Kansas,White Alone,04000US20,7,2227605,438,1727745,316,2215460,1085,1717180,871
Kansas,American Indian or Alaska Native and White,04000US20,8,25400,771,17635,593,25380,773,17615,596
Kansas,Asian and White,04000US20,9,9685,826,4230,501,9185,819,3890,504
Kansas,Black or African American and White,04000US20,10,21585,1441,6185,808,21540,1440,6145,808
Kansas,American Indian or Alaska Native and Black or African American,04000US20,11,5055,959,3185,573,5040,957,3175,573
Kansas,Remainder of Two or More Race Responses,04000US20,12,5380,645,3100,372,5305,634,3040,366
Kansas,Hispanic or Latino,04000US20,13,287600,118,171335,235,208845,2357,102425,1852
Kentucky,Total,04000US21,1,4316040,,3294650,748,4225300,2658,3215270,2408
Kentucky,Not Hispanic or Latino,04000US21,2,4191445,564,3217525,682,4145670,2067,3178350,1777
Kentucky,American Indian or Alaska Native Alone,04000US21,3,7515,672,6275,542,7490,672,6250,544
Kentucky,Asian Alone,04000US21,4,47675,764,34775,479,27180,1094,17380,782
Kentucky,Black or African American Alone,04000US21,5,333695,1960,240895,1013,327470,2008,235655,1183
Kentucky,Native Hawaiian or Other Pacific Islander Alone,04000US21,6,2275,434,1770,364,1850,321,1370,260
Kentucky,White Alone,04000US21,7,3741695,483,2908500,340,3723880,1503,2892985,1169
Kentucky,American Indian or Alaska Native and White,04000US21,8,15725,878,12235,699,15725,878,12235,699
Kentucky,Asian and White,04000US21,9,7515,799,3705,462,6885,728,3230,436
Kentucky,Black or African American and White,04000US21,10,29265,1814,5845,709,29235,1808,5815,707
Kentucky,American Indian or Alaska Native and Black or African American,04000US21,11,1400,317,1195,270,1360,312,1180,267
Kentucky,Remainder of Two or More Race Responses,04000US21,12,4690,698,2330,395,4605,692,2255,386
Kentucky,Hispanic or Latino,04000US21,13,124595,564,77125,537,79630,1536,36920,1300
Louisiana,Total,04000US22,1,4484595,,3372865,482,4387175,3053,3283855,2898
Louisiana,Not Hispanic or Latino,04000US22,2,4300890,371,3241515,437,4257760,2067,3202395,1826
Louisiana,American Indian or Alaska Native Alone,04000US22,3,25515,967,18385,708,25510,969,18380,708
Louisiana,Asian Alone,04000US22,4,69300,846,53635,531,48345,1301,34885,1089
Louisiana,Black or African American Alone,04000US22,5,1424910,2135,1004340,1080,1418530,2380,998340,1451
Louisiana,Native Hawaiian or Other Pacific Islander Alone,04000US22,6,1485,381,1120,264,1395,360,1030,260
Louisiana,White Alone,04000US22,7,2727460,92,2138175,92,2712270,1248,2124370,1089
Louisiana,American Indian or Alaska Native and White,04000US22,8,16105,901,11530,730,16075,901,11500,730
Louisiana,Asian and White,04000US22,9,7285,755,3465,431,6950,731,3140,395
Louisiana,Black or African American and White,04000US22,10,19330,1454,4650,621,19260,1451,4615,613
Louisiana,American Indian or Alaska Native and Black or African American,04000US22,11,3635,920,2490,589,3635,920,2490,589
Louisiana,Remainder of Two or More Race Responses,04000US22,12,5860,852,3725,571,5785,842,3645,564
Louisiana,Hispanic or Latino,04000US22,13,183705,371,131350,478,129415,2227,81460,2073
Maine,Total,04000US23,1,1328545,,1050955,143,1309320,1006,1034115,838
Maine,Not Hispanic or Latino,04000US23,2,1311235,93,1040180,139,1293770,912,1024835,741
Maine,American Indian or Alaska Native Alone,04000US23,3,6910,447,5285,333,6845,451,5235,333
Maine,Asian Alone,04000US23,4,13590,476,10030,312,9340,544,6330,418
Maine,Black or African American Alone,04000US23,5,13500,504,7790,268,10500,613,5810,324
Maine,Native Hawaiian or Other Pacific Islander Alone,04000US23,6,310,104,245,93,300,102,235,90
Maine,White Alone,04000US23,7,1257635,74,1006225,74,1247700,633,996820,588
Maine,American Indian or Alaska Native and White,04000US23,8,11130,532,7505,358,11100,536,7475,361
Maine,Asian and White,04000US23,9,3195,439,1325,254,3030,417,1165,235
Maine,Black or African American and White,04000US23,10,3355,374,990,186,3355,374,990,186
Maine,American Indian or Alaska Native and Black or African American,04000US23,11,260,106,220,102,260,106,220,102
Maine,Remainder of Two or More Race Responses,04000US23,12,1355,308,570,137,1345,305,560,138
Maine,Hispanic or Latino,04000US23,13,17305,94,10775,49,15550,374,9275,308
Maryland,Total,04000US24,1,5736545,,4380820,242,5310845,6819,3999825,6165
Maryland,Not Hispanic or Latino,04000US24,2,5284685,,4071905,246,5038800,5158,3855375,4661
Maryland,American Indian or Alaska Native Alone,04000US24,3,11915,674,9615,582,11780,673,9500,591
Maryland,Asian Alone,04000US24,4,315365,1514,244425,964,216820,2756,158540,2341
Maryland,Black or African American Alone,04000US24,5,1666585,3108,1229005,1502,1575265,4362,1148610,3101
Maryland,Native Hawaiian or Other Pacific Islander Alone,04000US24,6,2145,388,1840,499,1850,268,1560,339
Maryland,White Alone,04000US24,7,3177990,95,2533590,95,3125265,2487,2486165,2251
Maryland,American Indian or Alaska Native and White,04000US24,8,14505,673,10495,545,14455,674,10445,543
Maryland,Asian and White,04000US24,9,27100,1456,12310,847,26020,1418,11365,792
Maryland,Black or African American and White,04000US24,10,40395,2481,12355,993,39670,2398,11785,941
Maryland,American Indian or Alaska Native and Black or African American,04000US24,11,10890,1404,8250,1004,10845,1397,8205,998
Maryland,Remainder of Two or More Race Responses,04000US24,12,17795,1540,10015,875,16830,1500,9210,875
Maryland,Hispanic or Latino,04000US24,13,451860,,308915,97,272050,3505,144450,3135
Massachusetts,Total,04000US25,1,6512225,,5089065,274,6025725,7100,4645085,6208
Massachusetts,Not Hispanic or Latino,04000US25,2,5905305,448,4686710,498,5544790,6408,4357325,5691
Massachusetts,American Indian or Alaska Native Alone,04000US25,3,8845,681,6995,495,8565,671,6715,480
Massachusetts,Asian Alone,04000US25,4,348695,1565,270175,988,231780,2363,163125,2143
Massachusetts,Black or African American Alone,04000US25,5,411015,2322,298510,1587,340745,2965,236050,2265
Massachusetts,Native Hawaiian or Other Pacific Islander Alone,04000US25,6,1605,282,1310,267,1320,249,1050,213
Massachusetts,White Alone,04000US25,7,5043360,95,4061350,95,4876800,4903,3907450,4469
Massachusetts,American Indian or Alaska Native and White,04000US25,8,17705,798,12885,495,17560,781,12755,466
Massachusetts,Asian and White,04000US25,9,27715,1536,11445,911,25895,1423,10045,835
Massachusetts,Black or African American and White,04000US25,10,33120,1880,14875,1271,29575,1681,11635,998
Massachusetts,American Indian or Alaska Native and Black or African American,04000US25,11,3950,549,3250,469,3915,544,3215,465
Massachusetts,Remainder of Two or More Race Responses,04000US25,12,9300,1081,5910,731,8635,1006,5275,660
Massachusetts,Hispanic or Latino,04000US25,13,606920,446,402355,407,480940,2967,287760,2612
Michigan,Total,04000US26,1,9920620,,7542470,426,9616510,5494,7275980,4580
Michigan,Not Hispanic or Latino,04000US26,2,9488580,143,7279705,418,9265980,4476,7085000,3694
Michigan,American Indian or Alaska Native Alone,04000US26,3,49055,1313,35720,1017,48620,1304,35305,1004
Michigan,Asian Alone,04000US26,4,245510,1441,181420,942,154165,2269,102255,1735
Michigan,Black or African American Alone,04000US26,5,1385900,3122,993790,1775,1370415,3440,980650,2096
Michigan,Native Hawaiian or Other Pacific Islander Alone,04000US26,6,2475,379,1890,297,2255,367,1670,289
Michigan,White Alone,04000US26,7,7621485,229,5978135,156,7509270,3150,5878730,2537
Michigan,American Indian or Alaska Native and White,04000US26,8,52510,1117,36040,850,52410,1122,35945,852
Michigan,Asian and White,04000US26,9,29485,1368,12890,831,27870,1359,11585,749
Michigan,Black or African American and White,04000US26,10,70445,2546,20135,1048,69880,2526,19725,1015
Michigan,American Indian or Alaska Native and Black or African American,04000US26,11,12795,1348,8855,840,12750,1343,8815,837
Michigan,Remainder of Two or More Race Responses,04000US26,12,18915,1230,10825,793,18345,1189,10325,746
Michigan,Hispanic or Latino,04000US26,13,432045,145,262765,131,350525,2360,190980,2067
Minnesota,Total,04000US27,1,5278190,,3997595,339,5067795,3914,3817575,3053
Minnesota,Not Hispanic or Latino,04000US27,2,5035235,123,3852695,307,4900245,3588,3739415,2690
Minnesota,American Indian or Alaska Native Alone,04000US27,3,53005,1087,36255,781,52770,1081,36055,775
Minnesota,Asian Alone,04000US27,4,208655,1531,143195,837,150630,2322,93685,1455
Minnesota,Black or African American Alone,04000US27,5,261850,2009,171180,1024,219080,2298,137005,1399
