GEONAME,LNTITLE,GEOID,LNNUMBER,TOT_EST,TOT_MOE,ADU_EST,ADU_MOE,CIT_EST,CIT_MOE,CVAP_EST,CVAP_MOE
California,American Indian or Alaska Native and White,04000US06,8,156530,2837,118555,2197,156095,2859,118125,2211
California,Asian and White,04000US06,9,359265,7883,174475,4300,345735,7597,163445,4042
California,Black or African American and White,04000US06,10,153975,3935,66985,2140,151895,3903,65185,2135
California,American Indian or Alaska Native and Black or African American,04000US06,11,35840,2394,27520,1625,35755,2392,27435,1624
California,Remainder of Two or More Race Responses,04000US06,12,189970,5578,113315,3397,181650,5529,105470,3249
California,Hispanic or Latino,04000US06,13,14024110,,9283165,308,10365535,22498,5915035,20396
Colorado,Total,04000US08,1,5042855,,3822575,411,4727775,5467,3541580,4891
Colorado,Not Hispanic or Latino,04000US08,2,4002375,,3152940,414,3899700,2887,3061560,2580
Colorado,American Indian or Alaska Native Alone,04000US08,3,28190,1058,21925,795,28130,1063,21865,799
Colorado,Asian Alone,04000US08,4,135950,1897,105250,1192,96370,2047,70605,1580
Colorado,Black or African American Alone,04000US08,5,192270,2116,141355,1117,178355,2209,129490,1268
Colorado,Native Hawaiian or Other Pacific Islander Alone,04000US08,6,5525,362,4215,283,4885,348,3620,360
Colorado,White Alone,04000US08,7,3536735,669,2825015,602,3489840,2097,2782160,1897
Colorado,American Indian or Alaska Native and White,04000US08,8,29095,1122,21100,851,29030,1130,21035,860
Colorado,Asian and White,04000US08,9,31630,1686,14515,1025,30700,1653,13735,972
Colorado,Black or African American and White,04000US08,10,25515,1623,9660,733,25255,1613,9435,723
Colorado,American Indian or Alaska Native and Black or African American,04000US08,11,2510,453,1830,316,2510,453,1830,316
Colorado,Remainder of Two or More Race Responses,04000US08,12,14955,1275,8090,818,14625,1264,7785,821
Colorado,Hispanic or Latino,04000US08,13,1040480,,669630,120,828080,4332,480020,3542
Connecticut,Total,04000US09,1,3572215,,2760000,207,3316595,5383,2529370,4776
Connecticut,Not Hispanic or Latino,04000US09,2,3092030,,2439050,206,2925905,3686,2289715,3069
Connecticut,American Indian or Alaska Native Alone,04000US09,3,5205,520,3935,322,4895,477,3720,307
Connecticut,Asian Alone,04000US09,4,139130,1008,103865,629,86990,1553,57590,1312
Connecticut,Black or African American Alone,04000US09,5,337690,1881,248670,1098,302500,2358,217865,1738
Connecticut,Native Hawaiian or Other Pacific Islander Alone,04000US09,6,1360,168,1115,196,1115,186,910,203
Connecticut,White Alone,04000US09,7,2552710,29,2053170,29,2476055,2466,1982790,2143
Connecticut,American Indian or Alaska Native and White,04000US09,8,10110,523,7380,335,10025,518,7335,328
Connecticut,Asian and White,04000US09,9,12485,930,5410,581,11700,871,4725,504
Connecticut,Black or African American and White,04000US09,10,21395,1540,7680,845,21110,1493,7400,800
Connecticut,American Indian or Alaska Native and Black or African American,04000US09,11,4140,781,3240,542,4110,784,3215,545
Connecticut,Remainder of Two or More Race Responses,04000US09,12,7810,938,4585,533,7400,905,4175,506
Connecticut,Hispanic or Latino,04000US09,13,480185,,320950,,390690,3217,239655,2862
Delaware,Total,04000US10,1,900130,,694530,,857235,1654,655780,1418
Delaware,Not Hispanic or Latino,04000US10,2,826900,,648315,,805010,1324,628260,1176
Delaware,American Indian or Alaska Native Alone,04000US10,3,2415,319,1980,255,2410,320,1975,254
Delaware,Asian Alone,04000US10,4,29265,524,22365,364,19090,754,13040,609
Delaware,Black or African American Alone,04000US10,5,189465,1126,136640,540,183460,1275,131325,776
Delaware,Native Hawaiian or Other Pacific Islander Alone,04000US10,6,190,154,190,154,190,154,190,154
Delaware,White Alone,04000US10,7,589270,27,479565,27,583850,715,474380,658
Delaware,American Indian or Alaska Native and White,04000US10,8,2675,318,1970,254,2660,323,1955,259
Delaware,Asian and White,04000US10,9,3160,504,1585,333,3000,482,1460,306
Delaware,Black or African American and White,04000US10,10,7280,916,1850,363,7240,907,1820,362
Delaware,American Indian or Alaska Native and Black or African American,04000US10,11,1260,347,950,258,1260,347,950,258
Delaware,Remainder of Two or More Race Responses,04000US10,12,1915,401,1220,305,1855,398,1160,299
Delaware,Hispanic or Latino,04000US10,13,73230,,46215,,52225,1111,27520,907
District of Columbia,Total,04000US11,1,605760,,501775,55,554795,1693,454205,1528
District of Columbia,Not Hispanic or Latino,04000US11,2,549500,,458380,56,520845,1566,431680,1429
District of Columbia,American Indian or Alaska Native Alone,04000US11,3,1575,152,1420,118,1490,176,1340,148
District of Columbia,Asian Alone,04000US11,4,21495,465,19675,427,15140,554,13730,576
District of Columbia,Black or African American Alone,04000US11,5,305925,627,238590,458,296135,1112,229770,982
District of Columbia,Native Hawaiian or Other Pacific Islander Alone,04000US11,6,310,70,245,63,280,78,230,67
District of Columbia,White Alone,04000US11,7,210200,30,191440,30,198320,900,180025,827
District of Columbia,American Indian or Alaska Native and White,04000US11,8,470,138,395,113,470,138,395,113
District of Columbia,Asian and White,04000US11,9,3320,440,2215,388,3000,414,1960,354
District of Columbia,Black or African American and White,04000US11,10,2960,437,1980,317,2880,435,1895,316
District of Columbia,American Indian or Alaska Native and Black or African American,04000US11,11,1085,254,905,229,1085,254,905,229
District of Columbia,Remainder of Two or More Race Responses,04000US11,12,2160,439,1520,337,2045,432,1430,319
District of Columbia,Hispanic or Latino,04000US11,13,56260,,43390,,33950,963,22525,886
Florida,Total,04000US12,1,18885150,,14882780,720,17036530,15618,13207185,14209
Florida,Not Hispanic or Latino,04000US12,2,14637725,187,11738415,668,13924840,8654,11092030,7658
Florida,American Indian or Alaska Native Alone,04000US12,3,40745,1626,32495,1279,40050,1613,31825,1266
Florida,Asian Alone,04000US12,4,465995,2872,367680,1964,329970,3556,244740,2717
Florida,Black or African American Alone,04000US12,5,2893760,4757,2072515,2506,2622595,7198,1833045,5228
Florida,Native Hawaiian or Other Pacific Islander Alone,04000US12,6,11165,781,8675,646,9780,590,7375,496
Florida,White Alone,04000US12,7,10959835,32,9117830,221,10667195,5419,8845630,4640
Florida,American Indian or Alaska Native and White,04000US12,8,56540,1521,44750,1199,56275,1477,44490,1166
Florida,Asian and White,04000US12,9,60735,2478,30990,1677,56965,2290,27790,1491
Florida,Black or African American and White,04000US12,10,97830,3683,30330,1832,95105,3653,28015,1765
Florida,American Indian or Alaska Native and Black or African American,04000US12,11,10560,1222,7780,784,10270,1255,7540,808
Florida,Remainder of Two or More Race Responses,04000US12,12,40555,2722,25365,1683,36635,2589,21580,1491
Florida,Hispanic or Latino,04000US12,13,4247425,187,3144365,239,3111690,12066,2115150,10643
Georgia,Total,04000US13,1,9714570,,7229620,747,9115230,7316,6693990,6548
Georgia,Not Hispanic or Latino,04000US13,2,8860965,636,6690300,834,8604490,5075,6463265,4410
Georgia,American Indian or Alaska Native Alone,04000US13,3,19100,1045,15290,853,18475,1067,14695,888
Georgia,Asian Alone,04000US13,4,319730,2032,241695,1401,203080,3134,138665,2771
Georgia,Black or African American Alone,04000US13,5,2942480,3691,2100630,2281,2874425,4351,2040645,3427
Georgia,Native Hawaiian or Other Pacific Islander Alone,04000US13,6,3930,528,3175,400,3495,523,2800,398
Georgia,White Alone,04000US13,7,5438870,3,4263225,13,5371510,3272,4202775,2742
Georgia,American Indian or Alaska Native and White,04000US13,8,24605,1089,19365,931,24580,1086,19340,925
Georgia,Asian and White,04000US13,9,27150,1696,12375,1013,25800,1645,11420,976
Georgia,Black or African American and White,04000US13,10,54890,2776,15995,1273,54220,2749,15420,1214
Georgia,American Indian or Alaska Native and Black or African American,04000US13,11,8670,973,6745,772,8605,980,6680,776
Georgia,Remainder of Two or More Race Responses,04000US13,12,21535,1696,11805,1066,20290,1622,10820,985
Georgia,Hispanic or Latino,04000US13,13,853600,635,539320,690,510740,5289,230725,4437
Hawaii,Total,04000US15,1,1362730,,1059710,85,1254395,3284,962795,2703
Hawaii,Not Hispanic or Latino,04000US15,2,1239850,,982650,86,1137275,3031,890945,2392
Hawaii,American Indian or Alaska Native Alone,04000US15,3,1825,242,1645,228,1800,243,1630,228
Hawaii,Asian Alone,04000US15,4,518030,4017,440300,2736,447075,3900,376330,2830
Hawaii,Black or African American Alone,04000US15,5,21125,676,16585,499,20655,699,16210,509
Hawaii,Native Hawaiian or Other Pacific Islander Alone,04000US15,6,126940,1926,90325,1225,108825,2342,75140,1678
Hawaii,White Alone,04000US15,7,311465,7,270645,7,300645,852,260360,785
Hawaii,American Indian or Alaska Native and White,04000US15,8,7605,241,6125,251,7605,241,6125,251
Hawaii,Asian and White,04000US15,9,61150,2063,35895,1332,60580,2073,35365,1318
Hawaii,Black or African American and White,04000US15,10,4505,590,2630,460,4455,589,2610,459
Hawaii,American Indian or Alaska Native and Black or African American,04000US15,11,765,220,655,181,765,220,655,181
Hawaii,Remainder of Two or More Race Responses,04000US15,12,186445,4260,117840,2584,184870,4214,116520,2545
Hawaii,Hispanic or Latino,04000US15,13,122880,,77060,,117120,895,71850,769
Idaho,Total,04000US16,1,1567805,,1141985,355,1505300,2576,1087265,2116
Idaho,Not Hispanic or Latino,04000US16,2,1392290,72,1038670,330,1372705,1568,1022150,1239
Idaho,American Indian or Alaska Native Alone,04000US16,3,15810,826,11505,520,15740,828,11455,522
Idaho,Asian Alone,04000US16,4,18615,787,14310,511,12320,759,9045,552
Idaho,Black or African American Alone,04000US16,5,8370,547,5635,325,6850,595,4690,383
Idaho,Native Hawaiian or Other Pacific Islander Alone,04000US16,6,1985,322,1495,230,1490,291,1155,278
Idaho,White Alone,04000US16,7,1318035,161,989670,84,1307390,1223,980210,968
Idaho,American Indian or Alaska Native and White,04000US16,8,13055,790,8870,532,13045,786,8860,525
Idaho,Asian and White,04000US16,9,7505,714,3625,476,7135,693,3305,426
Idaho,Black or African American and White,04000US16,10,4475,542,1190,242,4450,540,1160,239
Idaho,American Indian or Alaska Native and Black or African American,04000US16,11,335,188,230,131,335,188,230,131
Idaho,Remainder of Two or More Race Responses,04000US16,12,4105,566,2140,373,3950,552,2035,371
Idaho,Hispanic or Latino,04000US16,13,175510,75,103315,85,132595,1926,65115,1573
Illinois,Total,04000US17,1,12823860,,9711120,618,11857625,9953,8826635,9178
Illinois,Not Hispanic or Latino,04000US17,2,10796475,386,8401880,560,10397940,6223,8038510,5754
Illinois,American Indian or Alaska Native Alone,04000US17,3,14975,915,12260,638,14720,936,12025,665
Illinois,Asian Alone,04000US17,4,597680,2296,466745,1512,415795,3504,303060,3020
Illinois,Black or African American Alone,04000US17,5,1840835,3172,1331255,1838,1812160,3761,1305600,2486
Illinois,Native Hawaiian or Other Pacific Islander Alone,04000US17,6,2505,325,1980,257,2225,304,1700,259
Illinois,White Alone,04000US17,7,8165905,1686,6510315,1617,7982200,5011,6339970,4694
Illinois,American Indian or Alaska Native and White,04000US17,8,29150,962,21510,709,28895,1008,21340,723
Illinois,Asian and White,04000US17,9,50305,2018,21240,1376,48265,2032,19475,1316
Illinois,Black or African American and White,04000US17,10,69025,2783,20110,985,68640,2806,19800,979
Illinois,American Indian or Alaska Native and Black or African American,04000US17,11,7855,988,5725,670,7845,987,5720,669
Illinois,Remainder of Two or More Race Responses,04000US17,12,18245,1437,10745,1052,17200,1306,9825,888
Illinois,Hispanic or Latino,04000US17,13,2027385,387,1309240,367,1459680,6841,788125,6067
Indiana,Total,04000US18,1,6485530,,4883030,462,6291360,3151,4712810,2713
Indiana,Not Hispanic or Latino,04000US18,2,6096435,118,4647060,414,6011120,2638,4572485,2162
Indiana,American Indian or Alaska Native Alone,04000US18,3,12665,646,10130,520,12570,645,10035,519
Indiana,Asian Alone,04000US18,4,103705,1289,78565,826,58275,1542,39250,1237
Indiana,Black or African American Alone,04000US18,5,577165,2278,404810,1189,566430,2266,395630,1281
Indiana,Native Hawaiian or Other Pacific Islander Alone,04000US18,6,1290,274,1125,264,1160,257,995,243
Indiana,White Alone,04000US18,7,5293270,463,4102935,272,5265810,1972,4078270,1491
Indiana,American Indian or Alaska Native and White,04000US18,8,29915,1048,21865,714,29835,1052,21785,725
Indiana,Asian and White,04000US18,9,17485,1223,8085,723,16630,1183,7470,662
Indiana,Black or African American and White,04000US18,10,50005,2023,12050,759,49825,2013,11885,745
Indiana,American Indian or Alaska Native and Black or African American,04000US18,11,3955,721,3020,472,3955,721,3020,472
Indiana,Remainder of Two or More Race Responses,04000US18,12,6975,725,4470,509,6635,735,4150,514
Indiana,Hispanic or Latino,04000US18,13,389095,119,235970,179,280245,2680,140325,2225
Iowa,Total,04000US19,1,3047645,,2322285,571,2964950,2440,2249700,2144
Iowa,Not Hispanic or Latino,04000US19,2,2896620,150,2233625,479,2854605,1699,2197110,1457
Iowa,American Indian or Alaska Native Alone,04000US19,3,7315,558,5230,420,7290,557,5205,417
Iowa,Asian Alone,04000US19,4,54040,678,40500,426,32010,991,21075,760
Iowa,Black or African American Alone,04000US19,5,86850,1231,56965,679,81040,1439,52165,890
Iowa,Native Hawaiian or Other Pacific Islander Alone,04000US19,6,1270,328,995,221,1035,238,780,170
Iowa,White Alone,04000US19,7,2703470,338,2111470,188,2689945,1150,2099770,886
Iowa,American Indian or Alaska Native and White,04000US19,8,12400,645,8270,425,12400,645,8270,425
Iowa,Asian and White,04000US19,9,7860,577,3045,350,7645,570,2855,334
Iowa,Black or African American and White,04000US19,10,18275,1156,4490,587,18240,1165,4460,587
Iowa,American Indian or Alaska Native and Black or African American,04000US19,11,1075,270,670,189,1075,270,670,189
Iowa,Remainder of Two or More Race Responses,04000US19,12,4065,579,1985,327,3925,560,1865,315
Iowa,Hispanic or Latino,04000US19,13,151025,151,88660,248,110340,1556,52595,1337
Kansas,Total,04000US20,1,2851185,,2129430,385,2727935,3055,2019955,2647
Kansas,Not Hispanic or Latino,04000US20,2,2552545,64,1951510,364,2507565,1850,1911300,1589
Kansas,American Indian or Alaska Native Alone,04000US20,3,19635,798,14320,577,19580,798,14265,580
Kansas,Asian Alone,04000US20,4,68595,1007,51700,638,43095,1249,28650,933
Kansas,Black or African American Alone,04000US20,5,160775,1610,114740,873,154625,1813,109180,1156
Kansas,Native Hawaiian or Other Pacific Islander Alone,04000US20,6,1515,274,1145,187,1240,268,915,214
Kansas,White Alone,04000US20,7,2231850,231,1734325,203,2219750,1084,1723725,956
Kansas,American Indian or Alaska Native and White,04000US20,8,25175,844,17550,611,25150,839,17525,608
Kansas,Asian and White,04000US20,9,9970,878,4125,467,9340,856,3650,444
Kansas,Black or African American and White,04000US20,10,23470,1337,6900,720,23380,1327,6815,710
Kansas,American Indian or Alaska Native and Black or African American,04000US20,11,4870,928,2850,582,4860,927,2840,580
Kansas,Remainder of Two or More Race Responses,04000US20,12,6690,936,3855,525,6540,925,3730,504
Kansas,Hispanic or Latino,04000US20,13,298635,64,177920,209,220375,2149,108655,1817
Kentucky,Total,04000US21,1,4340165,,3318790,633,4247680,2657,3238365,2301
Kentucky,Not Hispanic or Latino,04000US21,2,4209130,660,3237450,604,4162200,2171,3197745,1778
Kentucky,American Indian or Alaska Native Alone,04000US21,3,7255,529,6100,440,7225,527,6070,440
Kentucky,Asian Alone,04000US21,4,49695,810,36055,528,28465,1146,18065,836
Kentucky,Black or African American Alone,04000US21,5,336120,2078,244720,986,329110,2313,239290,1153
Kentucky,Native Hawaiian or Other Pacific Islander Alone,04000US21,6,2215,379,1650,293,1905,379,1360,279
Kentucky,White Alone,04000US21,7,3750245,360,2921110,246,3732810,1183,2905825,1052
Kentucky,American Indian or Alaska Native and White,04000US21,8,15800,773,12695,678,15800,773,12695,678
Kentucky,Asian and White,04000US21,9,7990,712,3930,417,7290,712,3415,413
Kentucky,Black or African American and White,04000US21,10,32855,1794,7055,743,32820,1789,7015,745
Kentucky,American Indian or Alaska Native and Black or African American,04000US21,11,1870,364,1550,305,1825,361,1535,305
Kentucky,Remainder of Two or More Race Responses,04000US21,12,5090,641,2585,381,4955,632,2470,369
Kentucky,Hispanic or Latino,04000US21,13,131040,660,81335,520,85480,1584,40620,1307
Louisiana,Total,04000US22,1,4529605,,3414545,348,4430470,2953,3323625,2736
Louisiana,Not Hispanic or Latino,04000US22,2,4337025,332,3277005,387,4293620,2039,3237630,1829
Louisiana,American Indian or Alaska Native Alone,04000US22,3,25405,911,18455,670,25395,915,18440,668
Louisiana,Asian Alone,04000US22,4,71425,804,55170,567,49585,1359,35565,1115
Louisiana,Black or African American Alone,04000US22,5,1444500,1981,1023860,1010,1438360,1957,1018280,1198
Louisiana,Native Hawaiian or Other Pacific Islander Alone,04000US22,6,1605,326,1275,255,1470,302,1140,235
Louisiana,White Alone,04000US22,7,2738200,29,2150555,3,2723680,1027,2137210,900
Louisiana,American Indian or Alaska Native and White,04000US22,8,16765,869,11980,671,16730,872,11945,675
Louisiana,Asian and White,04000US22,9,7555,714,3775,438,7035,723,3265,455
Louisiana,Black or African American and White,04000US22,10,21090,1622,5255,722,21010,1617,5210,701
Louisiana,American Indian or Alaska Native and Black or African American,04000US22,11,3835,735,2575,508,3815,733,2555,505
Louisiana,Remainder of Two or More Race Responses,04000US22,12,6640,778,4110,511,6530,778,4010,504
Louisiana,Hispanic or Latino,04000US22,13,192580,332,137540,309,136850,2242,86000,1913
Maine,Total,04000US23,1,1329085,,1055250,140,1309580,1121,1038190,863
Maine,Not Hispanic or Latino,04000US23,2,1311845,63,1044410,160,1293665,1143,1028505,893
Maine,American Indian or Alaska Native Alone,04000US23,3,6960,455,5350,368,6885,457,5290,368
Maine,Asian Alone,04000US23,4,13860,434,10435,253,9585,560,6670,454
Maine,Black or African American Alone,04000US23,5,13915,583,8260,281,10440,599,5875,327
Maine,Native Hawaiian or Other Pacific Islander Alone,04000US23,6,285,103,240,88,275,102,230,85
Maine,White Alone,04000US23,7,1255515,23,1008635,23,1245455,778,999225,642
Maine,American Indian or Alaska Native and White,04000US23,8,11995,654,7985,418,11965,653,7950,418
Maine,Asian and White,04000US23,9,3720,420,1485,233,3515,429,1290,241
Maine,Black or African American and White,04000US23,10,3730,435,1060,253,3730,435,1060,253
Maine,American Indian or Alaska Native and Black or African American,04000US23,11,270,111,220,99,270,111,220,99
Maine,Remainder of Two or More Race Responses,04000US23,12,1595,402,740,195,1545,390,690,185
Maine,Hispanic or Latino,04000US23,13,17240,61,10840,57,15920,316,9685,299
Maryland,Total,04000US24,1,5785495,,4434795,249,5352685,5995,4045435,5043
Maryland,Not Hispanic or Latino,04000US24,2,5313210,,4111850,240,5067060,4360,3893835,3669
Maryland,American Indian or Alaska Native Alone,04000US24,3,12400,688,10040,542,12225,684,9885,534
Maryland,Asian Alone,04000US24,4,325910,1892,253095,1254,225985,2792,165315,2316
Maryland,Black or African American Alone,04000US24,5,1680815,3169,1247930,1932,1590455,3832,1167680,2867
Maryland,Native Hawaiian or Other Pacific Islander Alone,04000US24,6,2355,276,1905,325,2195,263,1760,329
Maryland,White Alone,04000US24,7,3172130,29,2540300,29,3119910,2659,2493450,2329
Maryland,American Indian or Alaska Native and White,04000US24,8,14410,657,10550,519,14370,654,10510,519
Maryland,Asian and White,04000US24,9,29535,1719,13680,1139,28190,1586,12560,985
Maryland,Black or African American and White,04000US24,10,45185,2247,14705,1203,44365,2234,13990,1175
Maryland,American Indian or Alaska Native and Black or African American,04000US24,11,10880,1225,8115,812,10840,1220,8075,813
Maryland,Remainder of Two or More Race Responses,04000US24,12,19590,1622,11530,1009,18525,1584,10610,982
Maryland,Hispanic or Latino,04000US24,13,472285,,322940,87,285630,3897,151600,3415
Massachusetts,Total,04000US25,1,6560595,,5143795,295,6073550,7035,4698980,6108
Massachusetts,Not Hispanic or Latino,04000US25,2,5930190,55,4723625,153,5570940,6130,4395085,5378
Massachusetts,American Indian or Alaska Native Alone,04000US25,3,8550,677,6880,514,8200,661,6545,489
Massachusetts,Asian Alone,04000US25,4,360485,1721,280000,1148,240815,2984,170230,2537
Massachusetts,Black or African American Alone,04000US25,5,421030,2192,307725,1395,349500,3179,244205,2445
Massachusetts,Native Hawaiian or Other Pacific Islander Alone,04000US25,6,1565,253,1175,230,1270,221,920,183
Massachusetts,White Alone,04000US25,7,5042825,486,4076275,413,4882090,4438,3927490,3786
Massachusetts,American Indian or Alaska Native and White,04000US25,8,17660,688,13145,523,17525,703,13025,532
Massachusetts,Asian and White,04000US25,9,29685,1432,12750,888,27560,1391,11020,831
Massachusetts,Black or African American and White,04000US25,10,34090,2000,15660,1252,30530,1910,12395,1027
Massachusetts,American Indian or Alaska Native and Black or African American,04000US25,11,3660,537,3060,455,3585,541,3015,451
Massachusetts,Remainder of Two or More Race Responses,04000US25,12,10645,1099,6950,829,9860,1087,6235,825
Massachusetts,Hispanic or Latino,04000US25,13,630405,55,420170,281,502615,3377,303895,2966
Michigan,Total,04000US26,1,9897265,,7558850,370,9595770,5341,7293125,4264
Michigan,Not Hispanic or Latino,04000US26,2,9458865,133,7291310,339,9236120,4297,7095995,3316
Michigan,American Indian or Alaska Native Alone,04000US26,3,50160,1257,37025,961,49645,1249,36535,956
Michigan,Asian Alone,04000US26,4,247035,1778,184025,907,155030,2326,104155,1528
Michigan,Black or African American Alone,04000US26,5,1380510,2721,999670,1489,1365660,3016,987010,1992
Michigan,Native Hawaiian or Other Pacific Islander Alone,04000US26,6,2525,387,1925,294,2310,367,1710,279
Michigan,White Alone,04000US26,7,7585060,39,5975430,40,7473480,3100,5876315,2562
Michigan,American Indian or Alaska Native and White,04000US26,8,51955,1175,35570,830,51870,1171,35490,831
Michigan,Asian and White,04000US26,9,33990,1642,14695,850,31720,1478,12865,713
Michigan,Black or African American and White,04000US26,10,74415,2609,22165,1275,73900,2607,21790,1263
Michigan,American Indian or Alaska Native and Black or African American,04000US26,11,12975,1196,9250,726,12935,1192,9210,723
Michigan,Remainder of Two or More Race Responses,04000US26,12,20245,1483,11555,836,19575,1465,10915,831
Michigan,Hispanic or Latino,04000US26,13,438400,133,267540,114,359650,2427,197135,2131
Minnesota,Total,04000US27,1,5313080,,4032750,337,5101480,3976,3850635,3171
Minnesota,Not Hispanic or Latino,04000US27,2,5063055,123,3883720,319,4927595,3429,3769600,2642
Minnesota,American Indian or Alaska Native Alone,04000US27,3,52675,1117,36180,747,52370,1102,35920,733
Minnesota,Asian Alone,04000US27,4,216235,1348,149695,862,155435,2351,97935,1701
Minnesota,Black or African American Alone,04000US27,5,269560,2220,177245,919,228080,3180,143715,1781
