GEONAME,LNTITLE,GEOID,LNNUMBER,TOT_EST,TOT_MOE,ADU_EST,ADU_MOE,CIT_EST,CIT_MOE,CVAP_EST,CVAP_MOE
Arizona,Asian and White,04000US04,9,33260,1384,15575,902,31270,1365,13880,845
Arizona,Black or African American and White,04000US04,10,29080,1889,10935,830,28765,1880,10645,811
Arizona,American Indian or Alaska Native and Black or African American,04000US04,11,4630,754,2795,487,4630,754,2795,487
Arizona,Remainder of Two or More Race Responses,04000US04,12,17225,1577,9580,871,16580,1562,9010,837
Arizona,Hispanic or Latino,04000US04,13,1935950,,1236115,,1534280,6273,871015,5175
Arkansas,Total,04000US05,1,2933370,,2223405,360,2839650,2529,2140755,2256
Arkansas,Not Hispanic or Latino,04000US05,2,2741105,100,2108350,371,2712815,1414,2083490,1250
Arkansas,American Indian or Alaska Native Alone,04000US05,3,16415,1022,12320,691,16370,1021,12280,687
Arkansas,Asian Alone,04000US05,4,37815,783,28440,619,23625,1032,15860,753
Arkansas,Black or African American Alone,04000US05,5,452590,1301,320260,703,451040,1357,318800,766
Arkansas,Native Hawaiian or Other Pacific Islander Alone,04000US05,6,5670,325,3275,224,2325,390,865,272
Arkansas,White Alone,04000US05,7,2178625,28,1716430,28,2169915,840,1708490,786
Arkansas,American Indian or Alaska Native and White,04000US05,8,24735,1095,18705,809,24720,1095,18690,811
Arkansas,Asian and White,04000US05,9,5825,637,2615,422,5465,534,2265,340
Arkansas,Black or African American and White,04000US05,10,14165,1058,3150,402,14155,1057,3140,401
Arkansas,American Indian or Alaska Native and Black or African American,04000US05,11,1340,409,1045,255,1340,409,1045,255
Arkansas,Remainder of Two or More Race Responses,04000US05,12,3925,681,2110,348,3850,671,2060,347
Arkansas,Hispanic or Latino,04000US05,13,192265,100,115055,138,126835,2082,57260,1796
California,Total,04000US06,1,37659180,,28416965,420,32274315,32116,23460930,28838
California,Not Hispanic or Latino,04000US06,2,23388835,,18897320,346,21633085,15549,17301460,13489
California,American Indian or Alaska Native Alone,04000US06,3,148425,2517,116310,1807,147360,2530,115290,1783
California,Asian Alone,04000US06,4,4978430,7674,3993655,4420,3836480,10307,2957265,9117
California,Black or African American Alone,04000US06,5,2173575,5041,1661940,3406,2113165,5492,1608075,3877
California,Native Hawaiian or Other Pacific Islander Alone,04000US06,6,138875,1995,105845,1324,119825,2194,88390,1510
California,White Alone,04000US06,7,15005490,29,12482155,29,14501030,8242,12020335,7242
California,American Indian or Alaska Native and White,04000US06,8,158055,2439,120530,1737,157605,2462,120080,1751
California,Asian and White,04000US06,9,383865,7181,191790,3861,367190,7101,177755,3642
California,Black or African American and White,04000US06,10,162270,4323,72740,2547,159850,4219,70570,2485
California,American Indian or Alaska Native and Black or African American,04000US06,11,36365,2250,28440,1708,36315,2251,28390,1709
California,Remainder of Two or More Race Responses,04000US06,12,203485,4772,123910,3365,194270,4726,115305,3321
California,Hispanic or Latino,04000US06,13,14270345,,9519645,206,10641230,22498,6159470,20700
Colorado,Total,04000US08,1,5119330,,3891265,428,4805915,5505,3610875,4861
Colorado,Not Hispanic or Latino,04000US08,2,4055320,,3203845,411,3949620,2990,3110350,2507
Colorado,American Indian or Alaska Native Alone,04000US08,3,28040,1012,21935,778,27980,1006,21880,778
Colorado,Asian Alone,04000US08,4,140255,1807,108125,1363,100150,1939,73155,1428
Colorado,Black or African American Alone,04000US08,5,194700,1886,144310,1089,179740,2309,131675,1437
Colorado,Native Hawaiian or Other Pacific Islander Alone,04000US08,6,5850,442,4565,376,5255,448,4025,373
Colorado,White Alone,04000US08,7,3575865,650,2864445,575,3527820,2407,2820875,2086
Colorado,American Indian or Alaska Native and White,04000US08,8,29715,1099,21810,812,29680,1101,21775,813
Colorado,Asian and White,04000US08,9,33160,1685,16045,1185,31925,1608,14945,1100
Colorado,Black or African American and White,04000US08,10,27820,1731,11035,975,27530,1707,10790,950
Colorado,American Indian or Alaska Native and Black or African American,04000US08,11,2880,458,2085,333,2880,458,2085,333
Colorado,Remainder of Two or More Race Responses,04000US08,12,17040,1300,9490,798,16670,1311,9145,797
Colorado,Hispanic or Latino,04000US08,13,1064010,,687420,94,856295,4524,500520,3998
Connecticut,Total,04000US09,1,3583560,,2779515,151,3328720,4665,2548580,4111
Connecticut,Not Hispanic or Latino,04000US09,2,3086620,,2446085,151,2924460,3905,2299845,3273
Connecticut,American Indian or Alaska Native Alone,04000US09,3,4960,518,3730,319,4640,465,3560,298
Connecticut,Asian Alone,04000US09,4,143335,1089,107675,654,91330,1883,61160,1548
Connecticut,Black or African American Alone,04000US09,5,341080,1660,252950,930,306170,2409,222405,1638
Connecticut,Native Hawaiian or Other Pacific Islander Alone,04000US09,6,1200,165,995,180,1020,171,825,174
Connecticut,White Alone,04000US09,7,2536960,28,2050670,28,2463880,2443,1983350,2056
Connecticut,American Indian or Alaska Native and White,04000US09,8,10465,518,7665,316,10400,522,7640,316
Connecticut,Asian and White,04000US09,9,13770,1014,5710,536,13045,970,5040,487
Connecticut,Black or African American and White,04000US09,10,22975,1452,8900,790,22675,1419,8620,778
Connecticut,American Indian or Alaska Native and Black or African American,04000US09,11,3845,628,3085,443,3805,623,3045,439
Connecticut,Remainder of Two or More Race Responses,04000US09,12,8035,826,4705,536,7495,820,4200,511
Connecticut,Hispanic or Latino,04000US09,13,496940,,333430,,404265,2809,248730,2604
Delaware,Total,04000US10,1,908445,,703510,58,866055,1645,664535,1447
Delaware,Not Hispanic or Latino,04000US10,2,832340,,655225,57,810035,1224,634680,1055
Delaware,American Indian or Alaska Native Alone,04000US10,3,2420,347,1960,266,2415,346,1955,268
Delaware,Asian Alone,04000US10,4,30490,538,23420,323,19920,686,13665,578
Delaware,Black or African American Alone,04000US10,5,191465,1124,139485,596,185685,1397,134370,906
Delaware,Native Hawaiian or Other Pacific Islander Alone,04000US10,6,270,195,270,195,260,194,260,194
Delaware,White Alone,04000US10,7,589945,27,482115,27,584295,679,476705,672
Delaware,American Indian or Alaska Native and White,04000US10,8,2730,347,2070,268,2725,351,2060,271
Delaware,Asian and White,04000US10,9,3370,524,1660,306,3200,511,1520,298
Delaware,Black or African American and White,04000US10,10,8330,975,2015,389,8290,970,1985,385
Delaware,American Indian or Alaska Native and Black or African American,04000US10,11,1285,324,990,232,1285,324,990,232
Delaware,Remainder of Two or More Race Responses,04000US10,12,2035,449,1240,324,1960,448,1165,326
Delaware,Hispanic or Latino,04000US10,13,76105,,48285,,56020,1301,29855,1146
District of Columbia,Total,04000US11,1,619370,,514080,49,568030,1815,466325,1610
District of Columbia,Not Hispanic or Latino,04000US11,2,559890,,468320,49,530175,1325,440810,1220
District of Columbia,American Indian or Alaska Native Alone,04000US11,3,1465,174,1355,144,1395,175,1285,151
District of Columbia,Asian Alone,04000US11,4,22000,510,20225,414,15520,628,14060,571
District of Columbia,Black or African American Alone,04000US11,5,306660,697,240310,509,296830,1082,231535,930
District of Columbia,Native Hawaiian or Other Pacific Islander Alone,04000US11,6,235,95,200,85,175,95,175,95
District of Columbia,White Alone,04000US11,7,218275,29,198415,29,205640,887,186485,815
District of Columbia,American Indian or Alaska Native and White,04000US11,8,630,167,505,138,630,167,505,138
District of Columbia,Asian and White,04000US11,9,3915,459,2570,369,3525,417,2235,321
District of Columbia,Black or African American and White,04000US11,10,3065,440,2140,328,2975,427,2045,320
District of Columbia,American Indian or Alaska Native and Black or African American,04000US11,11,1080,233,840,197,1080,233,840,197
District of Columbia,Remainder of Two or More Race Responses,04000US11,12,2565,519,1760,392,2405,489,1640,367
District of Columbia,Hispanic or Latino,04000US11,13,59480,,45760,,37855,1182,25520,1041
Florida,Total,04000US12,1,19091155,,15084360,426,17264445,16262,13425465,14752
Florida,Not Hispanic or Latino,04000US12,2,14721235,142,11840625,443,14022245,8832,11205215,7815
Florida,American Indian or Alaska Native Alone,04000US12,3,41115,1437,32980,1203,40280,1414,32170,1176
Florida,Asian Alone,04000US12,4,477090,2655,378320,1691,344415,3444,257990,2890
Florida,Black or African American Alone,04000US12,5,2942800,5336,2121355,2752,2674815,7510,1883985,5552
Florida,Native Hawaiian or Other Pacific Islander Alone,04000US12,6,11115,734,8585,562,9795,599,7370,493
Florida,White Alone,04000US12,7,10967420,32,9150295,32,10683180,6000,8885275,5234
Florida,American Indian or Alaska Native and White,04000US12,8,56515,1507,45200,1260,56275,1500,44960,1251
Florida,Asian and White,04000US12,9,65630,2474,33930,1508,61665,2281,30470,1309
Florida,Black or African American and White,04000US12,10,102410,4497,32260,1910,99795,4334,30000,1757
Florida,American Indian or Alaska Native and Black or African American,04000US12,11,10365,1347,7380,845,10065,1315,7155,827
Florida,Remainder of Two or More Race Responses,04000US12,12,46770,2586,30320,1737,41965,2500,25835,1539
Florida,Hispanic or Latino,04000US12,13,4369920,143,3243735,184,3242200,12073,2220250,10782
Georgia,Total,04000US13,1,9810415,,7322130,969,9213725,7025,6785385,6378
Georgia,Not Hispanic or Latino,04000US13,2,8934570,634,6770070,759,8675860,5782,6539865,5137
Georgia,American Indian or Alaska Native Alone,04000US13,3,18660,1031,14695,777,17955,989,14035,734
Georgia,Asian Alone,04000US13,4,332210,1787,251975,1160,213840,3300,147215,2647
Georgia,Black or African American Alone,04000US13,5,2981190,3723,2143190,2099,2911490,4560,2081340,3599
Georgia,Native Hawaiian or Other Pacific Islander Alone,04000US13,6,3970,523,3160,445,3455,564,2735,491
Georgia,White Alone,04000US13,7,5450250,7,4285930,8,5384915,2953,4226420,2609
Georgia,American Indian or Alaska Native and White,04000US13,8,25030,1063,19495,902,25005,1053,19470,892
Georgia,Asian and White,04000US13,9,29025,1666,13395,1006,27170,1592,12180,933
Georgia,Black or African American and White,04000US13,10,61500,3285,18470,1442,60785,3306,17815,1474
Georgia,American Indian or Alaska Native and Black or African American,04000US13,11,9305,1223,7180,1031,9255,1219,7125,1026
Georgia,Remainder of Two or More Race Responses,04000US13,12,23430,1840,12580,1161,21995,1687,11535,1103
Georgia,Hispanic or Latino,04000US13,13,875850,633,552065,775,537865,4731,245515,4228
Hawaii,Total,04000US15,1,1376300,,1071395,86,1269520,3428,975455,2810
Hawaii,Not Hispanic or Latino,04000US15,2,1248125,,991170,85,1146210,3403,899915,2734
Hawaii,American Indian or Alaska Native Alone,04000US15,3,2000,284,1865,262,1975,284,1850,263
Hawaii,Asian Alone,04000US15,4,517490,3523,439600,2413,446700,3554,375690,2710
Hawaii,Black or African American Alone,04000US15,5,23035,703,18060,459,22535,734,17675,498
Hawaii,Native Hawaiian or Other Pacific Islander Alone,04000US15,6,126695,1977,90505,1369,109040,2122,75465,1615
Hawaii,White Alone,04000US15,7,315305,4,274045,4,305035,869,264325,767
Hawaii,American Indian or Alaska Native and White,04000US15,8,7685,284,6245,268,7670,283,6230,268
Hawaii,Asian and White,04000US15,9,60725,2456,36605,1677,60105,2398,36050,1617
Hawaii,Black or African American and White,04000US15,10,4330,649,2640,432,4225,627,2565,402
Hawaii,American Indian or Alaska Native and Black or African American,04000US15,11,870,248,805,227,870,248,805,227
Hawaii,Remainder of Two or More Race Responses,04000US15,12,189985,4049,120800,2735,188050,3958,119260,2714
Hawaii,Hispanic or Latino,04000US15,13,128170,,80225,,123310,628,75540,614
Idaho,Total,04000US16,1,1583365,,1156345,320,1522570,2456,1102735,2084
Idaho,Not Hispanic or Latino,04000US16,2,1402465,98,1049335,314,1383990,1363,1033765,1137
Idaho,American Indian or Alaska Native Alone,04000US16,3,16435,717,12270,490,16375,723,12210,500
Idaho,Asian Alone,04000US16,4,19565,784,14970,553,13170,730,9815,577
Idaho,Black or African American Alone,04000US16,5,8450,570,5620,382,6920,501,4695,409
Idaho,Native Hawaiian or Other Pacific Islander Alone,04000US16,6,2155,399,1570,328,1880,343,1325,297
Idaho,White Alone,04000US16,7,1326310,67,998660,67,1316825,1000,990020,878
Idaho,American Indian or Alaska Native and White,04000US16,8,12650,696,8675,444,12635,694,8655,442
Idaho,Asian and White,04000US16,9,7630,655,3590,483,7170,596,3250,408
Idaho,Black or African American and White,04000US16,10,4895,627,1565,384,4855,616,1525,366
Idaho,American Indian or Alaska Native and Black or African American,04000US16,11,445,225,225,112,445,225,225,112
Idaho,Remainder of Two or More Race Responses,04000US16,12,3925,628,2195,371,3715,604,2045,331
Idaho,Hispanic or Latino,04000US16,13,180900,98,107010,113,138580,1807,68970,1483
Illinois,Total,04000US17,1,12848555,,9762140,621,11892795,9406,8883985,8481
Illinois,Not Hispanic or Latino,04000US17,2,10787850,348,8424960,654,10390365,6464,8063095,5683
Illinois,American Indian or Alaska Native Alone,04000US17,3,15060,792,12290,650,14825,794,12090,656
Illinois,Asian Alone,04000US17,4,611700,1933,477615,1315,426995,3702,311895,3136
Illinois,Black or African American Alone,04000US17,5,1831390,3475,1336165,2046,1802525,3692,1310360,2465
Illinois,Native Hawaiian or Other Pacific Islander Alone,04000US17,6,2475,339,2000,305,2290,342,1815,309
Illinois,White Alone,04000US17,7,8140315,1390,6508965,1324,7960735,4842,6342520,4257
Illinois,American Indian or Alaska Native and White,04000US17,8,29760,847,22040,729,29615,862,21945,737
Illinois,Asian and White,04000US17,9,53570,1834,23615,1143,51100,1844,21390,1048
Illinois,Black or African American and White,04000US17,10,74240,2723,22855,1193,74050,2727,22690,1199
Illinois,American Indian or Alaska Native and Black or African American,04000US17,11,9105,1067,6795,709,9105,1067,6795,709
Illinois,Remainder of Two or More Race Responses,04000US17,12,20235,1553,12620,974,19130,1453,11600,871
Illinois,Hispanic or Latino,04000US17,13,2060705,350,1337180,339,1502430,5840,820890,5157
Indiana,Total,04000US18,1,6514860,,4917720,549,6314355,3790,4741155,3145
Indiana,Not Hispanic or Latino,04000US18,2,6114075,133,4673715,586,6022745,2533,4593935,2137
Indiana,American Indian or Alaska Native Alone,04000US18,3,12135,755,9600,590,12050,744,9515,569
Indiana,Asian Alone,04000US18,4,108800,1304,83040,839,59935,1599,40510,1206
Indiana,Black or African American Alone,04000US18,5,587170,2338,413165,1276,574865,2678,402655,1530
Indiana,Native Hawaiian or Other Pacific Islander Alone,04000US18,6,1610,429,1215,261,1460,393,1060,236
Indiana,White Alone,04000US18,7,5294880,404,4116795,209,5266490,1675,4091540,1430
Indiana,American Indian or Alaska Native and White,04000US18,8,29460,1191,21580,757,29365,1205,21485,761
Indiana,Asian and White,04000US18,9,18905,1191,8345,687,18090,1106,7710,631
Indiana,Black or African American and White,04000US18,10,49780,1811,12365,821,49530,1813,12170,822
Indiana,American Indian or Alaska Native and Black or African American,04000US18,11,3590,685,2750,512,3590,685,2750,512
Indiana,Remainder of Two or More Race Responses,04000US18,12,7740,1021,4870,644,7370,962,4545,595
Indiana,Hispanic or Latino,04000US18,13,400790,135,244005,199,291615,2659,147220,2163
Iowa,Total,04000US19,1,3062555,,2337530,535,2977585,2181,2262520,1992
Iowa,Not Hispanic or Latino,04000US19,2,2904840,107,2244635,442,2861150,1546,2206615,1409
Iowa,American Indian or Alaska Native Alone,04000US19,3,7430,465,5515,343,7420,463,5510,341
Iowa,Asian Alone,04000US19,4,55830,860,42115,548,33090,1197,22150,842
Iowa,Black or African American Alone,04000US19,5,90050,1342,59460,683,83365,1407,53875,839
Iowa,Native Hawaiian or Other Pacific Islander Alone,04000US19,6,1315,338,980,223,985,250,665,149
Iowa,White Alone,04000US19,7,2704865,120,2116805,104,2691420,898,2105115,733
Iowa,American Indian or Alaska Native and White,04000US19,8,11920,558,8115,374,11915,555,8115,371
Iowa,Asian and White,04000US19,9,8495,707,3410,362,8180,717,3105,366
Iowa,Black or African American and White,04000US19,10,19850,1230,5340,550,19770,1214,5260,524
Iowa,American Indian or Alaska Native and Black or African American,04000US19,11,990,229,665,147,990,229,665,147
Iowa,Remainder of Two or More Race Responses,04000US19,12,4095,505,2230,377,4015,489,2155,363
Iowa,Hispanic or Latino,04000US19,13,157710,106,92900,241,116435,1431,55905,1201
Kansas,Total,04000US20,1,2868105,,2143345,449,2741595,2934,2030850,2418
Kansas,Not Hispanic or Latino,04000US20,2,2559985,114,1959585,403,2513720,1561,1918525,1206
Kansas,American Indian or Alaska Native Alone,04000US20,3,19955,927,14755,631,19945,928,14745,632
Kansas,Asian Alone,04000US20,4,70460,1023,53140,650,44400,1324,29675,932
Kansas,Black or African American Alone,04000US20,5,161205,1564,116335,1087,154900,1757,110805,1190
Kansas,Native Hawaiian or Other Pacific Islander Alone,04000US20,6,1795,251,1285,182,1505,250,1050,227
Kansas,White Alone,04000US20,7,2233155,159,1737670,91,2220510,954,1726595,847
Kansas,American Indian or Alaska Native and White,04000US20,8,25715,911,17795,634,25710,911,17790,635
Kansas,Asian and White,04000US20,9,10560,957,4585,537,9850,873,4060,521
Kansas,Black or African American and White,04000US20,10,25285,1600,7405,870,25200,1598,7330,861
Kansas,American Indian or Alaska Native and Black or African American,04000US20,11,4325,820,2535,514,4315,817,2525,514
Kansas,Remainder of Two or More Race Responses,04000US20,12,7535,842,4080,524,7385,830,3950,513
Kansas,Hispanic or Latino,04000US20,13,308120,111,183760,176,227875,2537,112325,2112
Kentucky,Total,04000US21,1,4361335,,3340705,621,4268175,2461,3259580,2205
Kentucky,Not Hispanic or Latino,04000US21,2,4224995,484,3256935,597,4176615,2145,3216010,1759
Kentucky,American Indian or Alaska Native Alone,04000US21,3,7515,688,6105,552,7325,664,5980,541
Kentucky,Asian Alone,04000US21,4,51310,913,37330,619,29685,1179,19070,945
Kentucky,Black or African American Alone,04000US21,5,338405,2140,247250,1090,330625,2100,241165,1163
Kentucky,Native Hawaiian or Other Pacific Islander Alone,04000US21,6,1885,288,1430,234,1650,285,1205,223
Kentucky,White Alone,04000US21,7,3757120,407,2934140,368,3739545,1229,2918650,1060
Kentucky,American Indian or Alaska Native and White,04000US21,8,16270,764,13115,608,16270,764,13115,608
Kentucky,Asian and White,04000US21,9,9280,796,4640,495,8625,722,4150,413
Kentucky,Black or African American and White,04000US21,10,35540,1846,8260,615,35520,1843,8240,614
Kentucky,American Indian or Alaska Native and Black or African American,04000US21,11,2015,387,1660,328,1960,372,1645,328
Kentucky,Remainder of Two or More Race Responses,04000US21,12,5660,615,3010,349,5415,598,2790,322
Kentucky,Hispanic or Latino,04000US21,13,136340,485,83765,432,91560,1524,43565,1285
Louisiana,Total,04000US22,1,4567970,,3452150,416,4463180,3575,3356160,3346
Louisiana,Not Hispanic or Latino,04000US22,2,4365825,561,3308015,550,4320220,2593,3266545,2246
Louisiana,American Indian or Alaska Native Alone,04000US22,3,25120,941,18445,725,25120,941,18445,725
Louisiana,Asian Alone,04000US22,4,73580,889,56710,650,50460,1356,36020,1123
Louisiana,Black or African American Alone,04000US22,5,1457695,2049,1038705,1165,1451565,2254,1033070,1547
Louisiana,Native Hawaiian or Other Pacific Islander Alone,04000US22,6,1940,505,1370,282,1740,481,1175,268
Louisiana,White Alone,04000US22,7,2747245,28,2162425,28,2731970,1342,2148285,1202
Louisiana,American Indian or Alaska Native and White,04000US22,8,17215,914,12195,655,17210,912,12185,658
Louisiana,Asian and White,04000US22,9,8185,784,4405,506,7560,756,3810,473
Louisiana,Black or African American and White,04000US22,10,23240,1458,6260,671,23125,1458,6180,672
Louisiana,American Indian or Alaska Native and Black or African American,04000US22,11,4195,708,3065,600,4175,706,3045,597
Louisiana,Remainder of Two or More Race Responses,04000US22,12,7405,834,4435,548,7300,813,4335,527
Louisiana,Hispanic or Latino,04000US22,13,202145,561,144135,525,142960,2366,89615,2207
Maine,Total,04000US23,1,1328320,,1059215,90,1308165,1059,1041475,909
Maine,Not Hispanic or Latino,04000US23,2,1310375,,1047785,70,1291825,1068,1031455,884
Maine,American Indian or Alaska Native Alone,04000US23,3,7100,515,5545,397,6905,509,5365,386
Maine,Asian Alone,04000US23,4,14165,423,10570,284,9635,525,6460,438
Maine,Black or African American Alone,04000US23,5,14310,650,8830,295,10695,598,6340,386
Maine,Native Hawaiian or Other Pacific Islander Alone,04000US23,6,240,96,200,84,220,93,185,81
Maine,White Alone,04000US23,7,1252700,23,1010840,23,1242800,720,1001595,618
Maine,American Indian or Alaska Native and White,04000US23,8,12115,667,8115,463,12095,670,8095,464
Maine,Asian and White,04000US23,9,3705,403,1535,247,3525,387,1360,222
Maine,Black or African American and White,04000US23,10,4095,498,1030,236,4095,499,1030,236
Maine,American Indian or Alaska Native and Black or African American,04000US23,11,310,123,250,113,310,123,250,113
Maine,Remainder of Two or More Race Responses,04000US23,12,1640,347,865,179,1550,339,775,160
Maine,Hispanic or Latino,04000US23,13,17945,,11430,52,16340,290,10015,273
Maryland,Total,04000US24,1,5834300,,4485505,257,5400150,5832,4094715,5197
Maryland,Not Hispanic or Latino,04000US24,2,5340990,,4149265,258,5094710,4457,3931625,3727
Maryland,American Indian or Alaska Native Alone,04000US24,3,12465,620,9970,510,12310,619,9820,506
Maryland,Asian Alone,04000US24,4,334790,1815,260955,1179,233975,2897,171950,2152
Maryland,Black or African American Alone,04000US24,5,1697885,3265,1268685,1407,1606465,4410,1188085,3000
Maryland,Native Hawaiian or Other Pacific Islander Alone,04000US24,6,2450,357,1870,330,2330,377,1780,345
Maryland,White Alone,04000US24,7,3166160,29,2545120,29,3116190,1821,2500530,1517
Maryland,American Indian or Alaska Native and White,04000US24,8,14425,636,10805,508,14375,640,10760,516
Maryland,Asian and White,04000US24,9,33020,1561,15275,998,31535,1564,14040,952
Maryland,Black or African American and White,04000US24,10,47320,2205,15620,1018,46640,2216,15025,1013
Maryland,American Indian or Alaska Native and Black or African American,04000US24,11,10535,1206,7850,711,10495,1207,7810,715
Maryland,Remainder of Two or More Race Responses,04000US24,12,21940,1593,13120,909,20385,1461,11835,812
Maryland,Hispanic or Latino,04000US24,13,493310,,336240,,305445,3590,163090,3281
Massachusetts,Total,04000US25,1,6605060,,5197010,172,6114210,5472,4748170,4943
Massachusetts,Not Hispanic or Latino,04000US25,2,5949195,52,4757585,169,5587515,4778,4426475,4403
Massachusetts,American Indian or Alaska Native Alone,04000US25,3,8500,662,6965,519,8145,670,6620,527
Massachusetts,Asian Alone,04000US25,4,371335,1666,290195,1149,248465,2840,177045,2412
Massachusetts,Black or African American Alone,04000US25,5,427455,2140,314955,1501,356170,3036,251480,2253
Massachusetts,Native Hawaiian or Other Pacific Islander Alone,04000US25,6,1965,278,1515,250,1680,235,1275,224
Massachusetts,White Alone,04000US25,7,5035400,520,4087895,454,4875835,3948,3940590,3571
Massachusetts,American Indian or Alaska Native and White,04000US25,8,17905,653,13245,504,17770,654,13110,493
Massachusetts,Asian and White,04000US25,9,33255,1712,14590,1111,30745,1499,12495,936
Massachusetts,Black or African American and White,04000US25,10,36470,2058,16815,1305,32655,1767,13250,927
Massachusetts,American Indian or Alaska Native and Black or African American,04000US25,11,4220,609,3325,471,4155,608,3285,473
Massachusetts,Remainder of Two or More Race Responses,04000US25,12,12690,1035,8090,660,11900,1019,7325,645
Massachusetts,Hispanic or Latino,04000US25,13,655865,51,439420,72,526695,3176,321695,2768
Michigan,Total,04000US26,1,9886095,,7582340,394,9583380,5123,7315785,4468
Michigan,Not Hispanic or Latino,04000US26,2,9438500,81,7308030,372,9213320,3972,7111150,3456
Michigan,American Indian or Alaska Native Alone,04000US26,3,49075,1272,36990,862,48495,1275,36450,859
Michigan,Asian Alone,04000US26,4,252690,1761,188675,1073,159395,2378,107745,1609
Michigan,Black or African American Alone,04000US26,5,1373905,2797,1002435,1743,1359450,2981,990225,1833
Michigan,Native Hawaiian or Other Pacific Islander Alone,04000US26,6,2175,377,1655,271,2055,366,1535,256
Michigan,White Alone,04000US26,7,7558170,37,5978970,34,7445520,3280,5879295,2737
Michigan,American Indian or Alaska Native and White,04000US26,8,53135,1270,36475,861,53035,1262,36380,853
Michigan,Asian and White,04000US26,9,35830,1624,16005,972,33190,1595,13875,922
Michigan,Black or African American and White,04000US26,10,77860,2218,23865,1191,77420,2142,23545,1172
Michigan,American Indian or Alaska Native and Black or African American,04000US26,11,13275,1311,9645,852,13245,1308,9620,853
Michigan,Remainder of Two or More Race Responses,04000US26,12,22385,1627,13320,1080,21505,1642,12475,1095
Michigan,Hispanic or Latino,04000US26,13,447595,81,274310,148,370060,2647,204640,2230
Minnesota,Total,04000US27,1,5347740,,4067360,302,5137565,3398,3884870,2868
Minnesota,Not Hispanic or Latino,04000US27,2,5090595,231,3913660,293,4957410,3497,3800595,2648
Minnesota,American Indian or Alaska Native Alone,04000US27,3,53575,1091,36655,771,53265,1088,36415,765
Minnesota,Asian Alone,04000US27,4,223045,1430,155650,749,162350,2623,103690,1799
Minnesota,Black or African American Alone,04000US27,5,276900,1868,182425,880,237345,2243,149870,1674
