GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
5001400US4827,4827,"Congressional District 27 (114th Congress), Texas",734713,6236,624315,7093,37044,2030,3378,1264,11867,1141,356,295,41895,5819,15858,3504,3776,1377,12082,3267
5001400US4828,4828,"Congressional District 28 (114th Congress), Texas",724967,12426,646435,11965,28284,4505,1667,868,8244,2873,0,214,28110,4149,12227,3051,3398,1096,8829,2914
5001400US4829,4829,"Congressional District 29 (114th Congress), Texas",758771,27053,586456,23362,83124,9447,3078,1470,12126,4475,246,403,62212,8995,11529,3193,3008,1213,8521,3048
5001400US4830,4830,"Congressional District 30 (114th Congress), Texas",754382,16250,365572,14721,329176,11874,3203,1862,11854,3361,114,146,30612,5313,13851,3339,2798,1243,11053,3209
5001400US4831,4831,"Congressional District 31 (114th Congress), Texas",804974,5880,612747,5725,92093,4796,2925,1149,38512,2368,1415,745,22055,3937,35227,4369,4000,1299,31227,4039
5001400US4832,4832,"Congressional District 32 (114th Congress), Texas",748526,12711,517165,13551,102985,10758,2639,1006,58002,5475,148,173,42572,8572,25015,3729,4491,1579,20524,3304
5001400US4833,4833,"Congressional District 33 (114th Congress), Texas",740323,19055,503652,17777,121258,9146,2178,925,14588,3673,24,40,86611,11022,12012,2595,4008,1771,8004,1916
5001400US4834,4834,"Congressional District 34 (114th Congress), Texas",730907,11832,674766,12951,10181,1820,1967,925,4473,1569,121,141,31731,4286,7668,1918,4532,1610,3136,1250
5001400US4835,4835,"Congressional District 35 (114th Congress), Texas",823909,19935,627734,18333,72409,6726,5578,1965,15122,3060,305,316,82619,10185,20142,3616,5021,1456,15121,3247
5001400US4836,4836,"Congressional District 36 (114th Congress), Texas",731274,13025,601057,12240,70454,6596,3600,1325,14982,3086,456,485,22639,4459,18086,2911,1750,794,16336,2760
