GEONAME,LNTITLE,GEOID,LNNUMBER,TOT_EST,TOT_MOE,ADU_EST,ADU_MOE,CIT_EST,CIT_MOE,CVAP_EST,CVAP_MOE
Hawaii,Native Hawaiian or Other Pacific Islander Alone,04000US15,6,127760,2032,92465,1427,109665,2084,77385,1646
Hawaii,White Alone,04000US15,7,322835,16,280245,26,313020,862,271020,754
Hawaii,American Indian or Alaska Native and White,04000US15,8,7540,296,6135,274,7525,297,6120,275
Hawaii,Asian and White,04000US15,9,61345,1904,36830,1327,60925,1883,36465,1315
Hawaii,Black or African American and White,04000US15,10,4435,570,2715,408,4345,564,2625,401
Hawaii,American Indian or Alaska Native and Black or African American,04000US15,11,1275,313,1060,272,1275,313,1060,272
Hawaii,Remainder of Two or More Race Responses,04000US15,12,193445,4523,125245,3054,191660,4395,123860,2989
Hawaii,Hispanic or Latino,04000US15,13,139250,,87140,,133505,922,81625,852
Idaho,Total,04000US16,1,1616545,,1186900,284,1553615,2587,1130550,2140
Idaho,Not Hispanic or Latino,04000US16,2,1425235,110,1071710,287,1405115,1400,1054425,1143
Idaho,American Indian or Alaska Native Alone,04000US16,3,17255,956,12830,637,17210,956,12785,640
Idaho,Asian Alone,04000US16,4,20650,847,16285,481,13550,781,10380,500
Idaho,Black or African American Alone,04000US16,5,9465,635,6340,301,7675,801,5215,429
Idaho,Native Hawaiian or Other Pacific Islander Alone,04000US16,6,1840,293,1395,236,1600,284,1170,250
Idaho,White Alone,04000US16,7,1344045,140,1017990,96,1333855,1022,1008665,908
Idaho,American Indian or Alaska Native and White,04000US16,8,12280,914,8460,650,12265,917,8450,653
Idaho,Asian and White,04000US16,9,9770,839,4195,441,9260,798,3745,421
Idaho,Black or African American and White,04000US16,10,5345,628,1815,289,5340,627,1810,288
Idaho,American Indian or Alaska Native and Black or African American,04000US16,11,500,244,235,107,500,244,235,107
Idaho,Remainder of Two or More Race Responses,04000US16,12,4085,551,2165,349,3860,524,1980,324
Idaho,Hispanic or Latino,04000US16,13,191315,110,115190,90,148500,2080,76125,1759
Illinois,Total,04000US17,1,12873760,,9850025,554,11934020,8855,8980000,8197
Illinois,Not Hispanic or Latino,04000US17,2,10750920,426,8453285,679,10350130,6218,8088600,5677
Illinois,American Indian or Alaska Native Alone,04000US17,3,14495,782,11965,618,14350,768,11825,601
Illinois,Asian Alone,04000US17,4,648335,2279,510980,1441,453445,3682,335195,3000
Illinois,Black or African American Alone,04000US17,5,1825065,3543,1351730,2189,1793680,4001,1324650,2639
Illinois,Native Hawaiian or Other Pacific Islander Alone,04000US17,6,2610,365,2155,315,2425,353,1970,299
Illinois,White Alone,04000US17,7,8056005,1456,6475935,1344,7887180,4902,6319110,4358
Illinois,American Indian or Alaska Native and White,04000US17,8,32485,1012,24175,789,32270,994,24025,762
Illinois,Asian and White,04000US17,9,61370,2089,27515,1274,57780,1952,24385,1113
Illinois,Black or African American and White,04000US17,10,76930,2875,27010,1516,76580,2879,26715,1516
Illinois,American Indian or Alaska Native and Black or African American,04000US17,11,10160,1216,7675,744,10105,1216,7625,748
Illinois,Remainder of Two or More Race Responses,04000US17,12,23470,1439,14140,997,22305,1475,13095,1029
Illinois,Hispanic or Latino,04000US17,13,2122840,427,1396740,353,1583890,6326,891400,5594
Indiana,Total,04000US18,1,6568645,,4981995,700,6367230,4087,4801115,3690
Indiana,Not Hispanic or Latino,04000US18,2,6147440,152,4723585,619,6051445,3057,4638860,2694
Indiana,American Indian or Alaska Native Alone,04000US18,3,11875,714,9545,615,11825,721,9500,617
Indiana,Asian Alone,04000US18,4,123095,1369,94490,858,67085,1790,44940,1507
Indiana,Black or African American Alone,04000US18,5,597340,2980,425450,1380,586165,3074,415690,1671
Indiana,Native Hawaiian or Other Pacific Islander Alone,04000US18,6,1820,294,1210,216,1670,277,1060,204
Indiana,White Alone,04000US18,7,5295335,92,4138605,56,5268570,2006,4114905,1524
Indiana,American Indian or Alaska Native and White,04000US18,8,26605,902,20205,773,26585,904,20185,777
Indiana,Asian and White,04000US18,9,20200,1282,8875,725,19240,1286,8120,683
Indiana,Black or African American and White,04000US18,10,58345,2633,16740,1132,58040,2632,16495,1139
Indiana,American Indian or Alaska Native and Black or African American,04000US18,11,3440,475,2635,348,3440,475,2635,348
Indiana,Remainder of Two or More Race Responses,04000US18,12,9390,1117,5820,806,8825,1025,5325,740
Indiana,Hispanic or Latino,04000US18,13,421205,152,258410,225,315785,2752,162255,2522
Iowa,Total,04000US19,1,3093525,,2366905,518,3001675,2340,2285125,2002
Iowa,Not Hispanic or Latino,04000US19,2,2925295,123,2267200,498,2874240,1792,2222640,1547
Iowa,American Indian or Alaska Native Alone,04000US19,3,8245,568,6220,403,8230,568,6210,403
Iowa,Asian Alone,04000US19,4,62875,931,47845,703,34235,1122,22730,855
Iowa,Black or African American Alone,04000US19,5,96200,1452,64465,750,88440,1594,58065,925
Iowa,Native Hawaiian or Other Pacific Islander Alone,04000US19,6,1785,268,1295,216,1360,260,925,210
Iowa,White Alone,04000US19,7,2706010,64,2125740,49,2692650,1234,2113895,1060
Iowa,American Indian or Alaska Native and White,04000US19,8,11500,773,7905,505,11480,775,7885,509
Iowa,Asian and White,04000US19,9,10515,860,4410,524,9935,810,3830,432
Iowa,Black or African American and White,04000US19,10,23180,1414,6630,580,23065,1407,6515,569
Iowa,American Indian or Alaska Native and Black or African American,04000US19,11,1175,285,760,205,1175,285,760,205
Iowa,Remainder of Two or More Race Responses,04000US19,12,3810,527,1925,311,3675,492,1825,299
Iowa,Hispanic or Latino,04000US19,13,168230,124,99700,167,127435,1558,62485,1342
Kansas,Total,04000US20,1,2892985,,2169470,400,2764550,2985,2053920,2671
Kansas,Not Hispanic or Latino,04000US20,2,2569770,79,1974450,370,2521065,2000,1931310,1724
Kansas,American Indian or Alaska Native Alone,04000US20,3,20260,864,15260,655,20235,864,15235,653
Kansas,Asian Alone,04000US20,4,75535,797,57720,538,47030,1489,32135,1228
Kansas,Black or African American Alone,04000US20,5,164705,1769,120010,1040,158165,1951,114565,1164
Kansas,Native Hawaiian or Other Pacific Islander Alone,04000US20,6,1625,211,1215,198,1485,225,1070,185
Kansas,White Alone,04000US20,7,2230780,69,1741770,39,2218555,898,1730865,784
Kansas,American Indian or Alaska Native and White,04000US20,8,25610,846,17975,650,25600,843,17965,650
Kansas,Asian and White,04000US20,9,11845,757,5470,488,10805,722,4650,449
Kansas,Black or African American and White,04000US20,10,27945,1448,8350,679,27885,1450,8300,677
Kansas,American Indian or Alaska Native and Black or African American,04000US20,11,3050,653,2275,519,3040,654,2265,520
Kansas,Remainder of Two or More Race Responses,04000US20,12,8420,812,4400,506,8270,810,4255,503
Kansas,Hispanic or Latino,04000US20,13,323220,82,195020,148,243480,2366,122610,2150
Kentucky,Total,04000US21,1,4397355,,3381290,720,4300935,2729,3297110,2362
Kentucky,Not Hispanic or Latino,04000US21,2,4253870,449,3292920,596,4201530,2339,3248760,2032
Kentucky,American Indian or Alaska Native Alone,04000US21,3,7460,591,6015,445,7280,540,5920,441
Kentucky,Asian Alone,04000US21,4,55480,807,41275,639,32375,1082,21280,924
Kentucky,Black or African American Alone,04000US21,5,343715,2043,254715,1097,335335,2221,248975,1267
Kentucky,Native Hawaiian or Other Pacific Islander Alone,04000US21,6,2085,316,1490,276,1820,281,1225,265
Kentucky,White Alone,04000US21,7,3766360,345,2953605,326,3747360,1577,2936740,1333
Kentucky,American Indian or Alaska Native and White,04000US21,8,16650,707,13885,612,16615,708,13850,612
Kentucky,Asian and White,04000US21,9,11115,835,5525,529,10195,794,4795,480
Kentucky,Black or African American and White,04000US21,10,42060,1969,11035,916,42000,1962,10975,914
Kentucky,American Indian or Alaska Native and Black or African American,04000US21,11,2060,366,1760,306,2045,368,1745,307
Kentucky,Remainder of Two or More Race Responses,04000US21,12,6880,760,3615,416,6505,727,3250,365
Kentucky,Hispanic or Latino,04000US21,13,143480,449,88370,522,99405,1475,48350,1309
Louisiana,Total,04000US22,1,4625255,,3510655,444,4515610,3360,3410635,2991
Louisiana,Not Hispanic or Latino,04000US22,2,4406990,394,3356395,417,4361305,2351,3314280,2096
Louisiana,American Indian or Alaska Native Alone,04000US22,3,24610,860,18760,642,24520,858,18675,638
Louisiana,Asian Alone,04000US22,4,78230,988,60915,595,54145,1749,38975,1408
Louisiana,Black or African American Alone,04000US22,5,1478270,2515,1063760,1274,1473190,2640,1059045,1368
Louisiana,Native Hawaiian or Other Pacific Islander Alone,04000US22,6,1765,483,1255,316,1550,391,1040,212
Louisiana,White Alone,04000US22,7,2756390,28,2177205,28,2740975,1423,2162785,1326
Louisiana,American Indian or Alaska Native and White,04000US22,8,18370,842,13030,662,18360,842,13015,665
Louisiana,Asian and White,04000US22,9,9310,864,5010,526,8700,855,4465,517
Louisiana,Black or African American and White,04000US22,10,26300,2166,7775,934,26250,2161,7725,922
Louisiana,American Indian or Alaska Native and Black or African American,04000US22,11,4890,813,3675,662,4865,812,3650,661
Louisiana,Remainder of Two or More Race Responses,04000US22,12,8860,983,5010,558,8745,979,4905,554
Louisiana,Hispanic or Latino,04000US22,13,218265,396,154260,414,154305,2518,96355,2266
Maine,Total,04000US23,1,1329100,,1066845,149,1307980,1370,1048275,1140
Maine,Not Hispanic or Latino,04000US23,2,1309655,,1054165,78,1290170,1344,1037030,1101
Maine,American Indian or Alaska Native Alone,04000US23,3,7525,382,5890,282,7385,387,5750,280
Maine,Asian Alone,04000US23,4,14500,541,11035,367,9855,641,6780,552
Maine,Black or African American Alone,04000US23,5,14600,564,9430,319,10595,648,6500,380
Maine,Native Hawaiian or Other Pacific Islander Alone,04000US23,6,165,67,130,54,145,64,105,50
Maine,White Alone,04000US23,7,1248665,22,1014380,22,1238545,906,1005090,732
Maine,American Indian or Alaska Native and White,04000US23,8,12335,480,8260,312,12320,480,8250,313
Maine,Asian and White,04000US23,9,4750,460,2250,302,4400,466,1955,283
Maine,Black or African American and White,04000US23,10,5025,510,1510,267,5005,507,1485,262
Maine,American Indian or Alaska Native and Black or African American,04000US23,11,345,130,305,121,340,132,295,121
Maine,Remainder of Two or More Race Responses,04000US23,12,1735,351,975,222,1580,319,820,197
Maine,Hispanic or Latino,04000US23,13,19445,,12680,132,17810,278,11245,287
Maryland,Total,04000US24,1,5930540,,4582260,203,5487335,5939,4182240,5448
Maryland,Not Hispanic or Latino,04000US24,2,5396865,,4221110,198,5146880,4524,3998765,3901
Maryland,American Indian or Alaska Native Alone,04000US24,3,12045,572,9835,498,11875,577,9670,501
Maryland,Asian Alone,04000US24,4,359630,1624,282570,1076,255910,2968,190215,2391
Maryland,Black or African American Alone,04000US24,5,1729955,2907,1308110,1724,1638900,3784,1227135,2879
Maryland,Native Hawaiian or Other Pacific Islander Alone,04000US24,6,2525,203,1940,176,2395,219,1810,186
Maryland,White Alone,04000US24,7,3152750,28,2548960,28,3101680,2089,2503520,1654
Maryland,American Indian or Alaska Native and White,04000US24,8,15270,615,11465,516,15210,621,11405,521
Maryland,Asian and White,04000US24,9,36105,1573,16430,1001,34145,1523,14900,956
Maryland,Black or African American and White,04000US24,10,53740,2430,18890,1193,53185,2430,18370,1191
Maryland,American Indian or Alaska Native and Black or African American,04000US24,11,10175,997,7870,708,10155,1004,7855,713
Maryland,Remainder of Two or More Race Responses,04000US24,12,24665,1707,15035,1050,23420,1606,13885,964
Maryland,Hispanic or Latino,04000US24,13,533670,,361150,33,340455,3820,183475,3393
Massachusetts,Total,04000US25,1,6705585,,5307955,226,6207045,7987,4850600,7232
Massachusetts,Not Hispanic or Latino,04000US25,2,5997660,481,4827815,374,5633270,6734,4493000,5895
Massachusetts,American Indian or Alaska Native Alone,04000US25,3,8525,689,6985,531,8135,657,6610,512
Massachusetts,Asian Alone,04000US25,4,404870,1853,318935,1118,272955,3253,197245,2777
Massachusetts,Black or African American Alone,04000US25,5,447795,2548,334175,1592,375760,3200,269775,2364
Massachusetts,Native Hawaiian or Other Pacific Islander Alone,04000US25,6,1810,341,1375,283,1600,346,1180,286
Massachusetts,White Alone,04000US25,7,5018480,332,4103880,296,4866600,4266,3962550,3776
Massachusetts,American Indian or Alaska Native and White,04000US25,8,18285,697,13745,529,18145,690,13605,520
Massachusetts,Asian and White,04000US25,9,37775,1719,17350,1024,34670,1658,14955,934
Massachusetts,Black or African American and White,04000US25,10,41455,2131,18950,1319,38050,1858,15805,1048
Massachusetts,American Indian or Alaska Native and Black or African American,04000US25,11,4275,659,3375,532,4180,643,3305,525
Massachusetts,Remainder of Two or More Race Responses,04000US25,12,14390,1073,9045,722,13180,1038,7970,654
Massachusetts,Hispanic or Latino,04000US25,13,707930,479,480145,340,573780,3316,357600,2984
Michigan,Total,04000US26,1,9900570,,7650920,557,9595890,5318,7380135,4326
Michigan,Not Hispanic or Latino,04000US26,2,9433550,70,7360535,552,9204265,5007,7158995,3918
Michigan,American Indian or Alaska Native Alone,04000US26,3,47465,1172,36245,794,46930,1176,35745,803
Michigan,Asian Alone,04000US26,4,270770,1852,205575,1275,169980,2426,117355,1916
Michigan,Black or African American Alone,04000US26,5,1370430,2695,1012160,1588,1355095,2754,998930,1652
Michigan,Native Hawaiian or Other Pacific Islander Alone,04000US26,6,2000,262,1595,210,1895,269,1500,217
Michigan,White Alone,04000US26,7,7524725,23,5994660,23,7416955,3515,5899000,2772
Michigan,American Indian or Alaska Native and White,04000US26,8,55945,1246,39430,858,55850,1248,39335,857
Michigan,Asian and White,04000US26,9,41260,1702,19105,1125,37960,1615,16575,1012
Michigan,Black or African American and White,04000US26,10,84480,2413,28415,1340,84015,2393,28055,1337
Michigan,American Indian or Alaska Native and Black or African American,04000US26,11,12915,1184,9640,865,12895,1186,9620,865
Michigan,Remainder of Two or More Race Responses,04000US26,12,23565,1524,13705,859,22690,1549,12880,858
Michigan,Hispanic or Latino,04000US26,13,467020,70,290385,126,391620,2260,221140,2159
Minnesota,Total,04000US27,1,5419170,,4138470,297,5203975,3987,3950805,3322
Minnesota,Not Hispanic or Latino,04000US27,2,5148185,69,3975395,250,5010175,3265,3858280,2481
Minnesota,American Indian or Alaska Native Alone,04000US27,3,52225,1042,36185,727,51880,1051,35890,729
Minnesota,Asian Alone,04000US27,4,241045,1379,171195,877,175360,2299,115180,1718
